score,content,sentimen
1,game rusak,keluhan
"1,""Demi Allah min lu apain gw min? gw main dengan bener min tpi kenapa dikasih ls 9X min? nangis gw gara² game ini sumpah, tinggal dikasih ws, padahal satu bintang lagi buat glory. tolonglah min matchi making nyaa seimbang,gw pengen glory☹️. kasih gw ms 10x min plisss,nangis gw min:("",keluhan"
"1,""parah, main solo dari pagi sampai malam kalah trus lose streak sampe 7x dapat tim ampas atau yg troll.."",keluhan"
"1,""Lama² gua hapus juga ini game udahlah dapet tim dark sistem, yss di ban, bintang gua juga naik turun capek muntun😌"",keluhan"
1,game hama,keluhan
1,gw pensi dadah game rusak,keluhan
1,moonton bntr lgi mati,keluhan
1,maf ya ..kalo.kalah jangan dikasih terus kalah nya..kasih jeda juga ..,keluhan
"1,""game haram ngasih tim drak sistem mulu oi, udh mah kikir dm mahal tapi skin ny juga mahal moonton kao klo ga niat bikin game ga usah buat kau, gw udh capek nge gendong di awal eh di late game kena bantai. cukup ya moonton gw udh ga kuat main lagi temen gw kda nya 1-7-4 gak di kasih coklat malah silver gw yg kda nya 4-5-3 coklat segitu udh main lane jauh 🙄 game aneh"",keluhan"
1,gak pernah dikasih tim yang betul yg ada malah tim busuk musuh pro pro game gak adil,keluhan
1,sistem game nya rusak parah,keluhan
1,main clasic aja musuhnya kuat² montoon kasih seimbang dong musuhnya padahal baru grandmster musuh kuat montoon,keluhan
1,jatingan ijo tapi lag parah aneh banget semnjak update jadi aneh moton kebakarn kali bangkrut kwkwkw,keluhan
1,sistem kau knp muntun yaelah gak seimbang musuh dengan tim tolonglah perbaiki sistem matching kau kalo seimbang gakpp ini pasti tim gua selalu yg terburuk anjir lah muntun matching rusak udh berkarat cape gua nge push .kalo cuman sekali gak pp .ini mah berturut-turut Ampe gua turun yg awalnya imo turun ke glory lagi gua muntun betulin lah matching solo player ini satu satu ny keluhan saya,keluhan
1,game setannnnn,keluhan
"1,""GAME TOLOL,MATCHING ITU BERDASARKAN GRADE PERTANDINGAN LAH TOLOL"",keluhan"
1,knp aku ksih bntng 1 karna si monton cuman mkirin collab mluk bug dan lain lain nya g di urusin monyet nih si monton ..,keluhan
1,keren,keluhan
1,game GK asik,keluhan
1,masalah jaringan tolong diperbaiki padahal udah hijau masih ngelag,keluhan
"1,""parah match making sekarang, tier glory bisa dikasi tim sama tier lagend, game pengunduran bukan malah maju"",keluhan"
1,game tolol,keluhan
1,kenapa saya kasih bintang 1 karena ada banyak sekali player yang ga mau bertanggung jawab itu minta nya di gendong mulu ini game mobile legend itu game haram kenapa haram ya game judi buat beli skin itu harus nyepin spin nya kenapa harus mahal ada yang 1000 500 itu segitu saya top up 500 diamond itu harga nya 300 loh bayangin saran sih jangan main game haram ini ya apa lagi kalian masih sekolah itu bikin otak kalian frustasi beda sama developer game firee free itu game nya adil musuh nya gampang,keluhan
1,gk bakal dikasih menang,keluhan
1,bngst lu moonton,keluhan
1,drak sistem,keluhan
1,game sampah,keluhan
"1,""GAME BANYAK CHEAT , BANYAK BUG , GAK BERMUTU ! KALAU BIKIN GAME YANG ADIL , BIKIN FITUR YANG MASUK DI AKAL JANGAN BIKIN FITUR GAK GUNA , HAPUS AJA INI GAME ,GAME TOLOL ! PUSH WIN RATE UDAH 68 MATCH PRESENTASI WIN. RATE. UDAH 80% , SEKALI KALAH TURUN 2-4% , PAKE OTAK KALO BIKIN GAME YANG ADIL !"",keluhan"
1,baru juga mau naik mytik malah di kasih tim drak sistem emng ga mikir,keluhan
1,gue pensi aja udah mauak tdapat tim cacat blunder cacat gue pensi udah muak gue gaka main ml tret,keluhan
1,bintang 1 cukup untuk game fake. buruk sekali game ini nyata banget pengaturanya. saat main clasic dan brawl signal lancar2 aja. tapi saat main rank apalagi pake hero2 mmr sengaja bgt dibikin patah putus dan lag dalam pertandingan. sangat2 buruk anda montoon!,keluhan
1,saran gw kalo g mau hidup lu stressss jangan download ini game sumpah,keluhan
"1,""main game lain aja, buang buang waktu doang main game ini."",keluhan"
"1,""di kasi LS mulu , d ksi tim lawan gapernh seimbang sm tim, sekali dua kali gpp ini ga , main solo slalu dapat tim sampah/musuh mantan imo"",keluhan"
1,MOONTON COBA DI PERKUAT LAGI SISTEM NYA AGAR PARA PLAYER YANG INGIN MENIKMATI SKIN TANPA USAHA TIDAK BISA MENGGUNAKAN SCRIPT PERCUMA BELI SKIN LEGEND ATAU SKIN COLLAB KALAU BISA PASANG SCRIPT JADIKAN SKIN SKIN LANGKA SEPERTI ITU MENJADI SESUATU YG WAH,keluhan
"1,""mobile legend akan sepi, karna player trol di pelihara, tidak di ban permanen || sehingga membuat permainan tidak menyenangkan"",keluhan"
1,game celengggg,keluhan
1,game taek bikin pusing,keluhan
"1,""saya sudah sering komen dari yg membangun, mengusulkan, dan bahkan keritik pedas sampai menghina. tapi itu smua seperti angin lalu ga ada tanggapan. skarang KLO sy lagi pengen main ya sya download KLO bosen ya hapus. Karena sepertinya kemenangan dan kekalahan di game ini di tentukan oleh pihak moonton bukan dari kemampuan player itu sendiri. cuma itu ulasan yg bisa sy berikan. tentang game ini. jadi tentang akhir dari game ini. kayanya ga bakal saya capai karena stiap saya main pasti dari nol."",keluhan"
"1,""game hama, bikin player muak main game busuk ini"",keluhan"
1,MATCHMAKING BURUK!,keluhan
1,tonton tim gak jelas teros tonton,keluhan
"1,""Terima kasih sudah membuat saya stress min, bersyukur bgt saya punya mimin sejahat ini, sudah selama sebulan saya masih di mhytic honor 26-33 terus, sepertinya untuk kedepan mungkin saya bakal acak acak saja game mobile legend karna mimin sudah membuat saya gila karna game mimin😇🙏🏻"",keluhan"
1,mending yang liat komenan gw ini pertimbang kan untuk maen ml aplikasi rusak soal nya,keluhan
1,malaria ada quest kalo afk sumpah malaria,keluhan
1,kenapa semakin kesini server kau makin lag moonton padahal sinyal wifi gw bagus benerin dong ping jaringan nya ganggu banget pas mau tim fight 😡😡,keluhan
1,KNP SIH MAU NAIK LEGEND AJA SUSAH BANGET DARI EPIC 2 KE LEGEND KAYAK MAU NAIK IMMORTAL MOONTON KASIH MATCHMAKING YG BENER NGAPA UDAH GITU KETEMU ORANG PAMER MMR TAPI MALAH DAPET COKLAT KDA 0 6 0,keluhan
1,mengapa ml saya suka ngeleg bngt padahal jaringan saya baik baik saja emang pantes dibilang game busuk,keluhan
1,Katanya Tim nya itu semua seimbang ehh kok tim gw kek ga bisa main emang game lawak,keluhan
1,gamee taii,keluhan
"1,""ga bakal gw kasih bintang, full tiap main lostrek teruuss anynkk capee main game buruk ini"",keluhan"
1,NGASIH TIM YG BENER LH TON TON,keluhan
"1,""gw main solo pke roam MVP kalah mulu, temenya jungle sma mm coklat mulu ls smpe 15 kali, matchmaking macam apa ini. akhirnya hapus aja ini game paling bener lebih tenang, cari game lain"",keluhan"
"1,""nonton ege, anj.. klo ngasih tim bagus dikit napa?.."",keluhan"
"1,""kocak jaringan lagi war tiba tiba jringan merah, pas cek wifi aman data aman hdeh tolong moonton optimalkan jaringannya pas kita afk di riport sama teman kerena jringan hilang hdeh jelas jls kerena server mlnya lag Bru itu kredit skor kurang hdeh pusing2"",keluhan"
1,game taik,keluhan
1,woy benerin tu satt orang lagi main jaringan wifi bagus' malah leg sat gabisa apa' pas relog gabisa masuk game kocak kocak banget woyy,keluhan
1,stupid game,keluhan
1,sangat kecewa dengan game ini. padahal game bagus. hp belum buat main. baru juga login sinyal bagus udah ngeleg aja. akhirnya saya hapus game buru ini. trimakasih .,keluhan
1,tolong lah kasih tim yang sepadan dan kadang jaringannya bagus tapi lag kan aneh kayak game bagus?,keluhan
1,game ga jelas ga pernah di kasi menang dapet timnya bot semua,keluhan
1,sebenarnya apa si maksud lu moonton.lu bikin peraturan baru enggak boleh toxic.tapi lu masalah penyeimbang macthmaking enggak lo pertimbangin.lu itu apa si sebenarnya.gimana para player enggak toxic coba kalok lu ngasi tim yang jauh rank nya dibawah kata layak.yang bener aja lu.gw sebagai player mlbb terlalu frustasi dapet tim yang kek gitu.lu jangan seenaknya selalu update hal hal yang enggak jelas.tapi lu enggak mempertimbangkan apa yang dikeluhkan player player sekarang,keluhan
"1,""daveloper kikir, stiap gameplay selalu aja ngelag apa sih mau lu moonton, bikin game aja nyiksa batin aja nih, balikin bintang gw!"",keluhan"
"1,""GAME RUSAK , sistem TIDAK STABIL , SERVER DOWN , MAIN SOLO DARKSISTEM SEMUA, DEVELOPER ,ADMIN KAGAK BECUS NGURUS KAYAK GINI ? BUBAr ANJ BUBAR"",keluhan"
1,game ini terlalu gampang padahal saya sudah mythic tapi ko ketemu musuh yang bot,keluhan
1,tim nya ngetrol semua roam layla hyper nya ada dua mid nya martis cape gua,keluhan
1,gak adil server sering eror,keluhan
1,tolong itu fitur lane nya bnerin gue dah hapus stres,keluhan
1,anj mere wae NU t bisa maen,keluhan
1,game nya kek gini masa gua ga gunain diamond gua sama sekali tapi tiba tiba ilang diamond gua 100D kan as,keluhan
"1,""-1 pasti kalah, dark sistem banyak drama. keseimbangan matchnya ancur banget"",keluhan"
1,kalah trus 😭😭😭😭😭😭😭😭😭😭😭,keluhan
1,game tai,keluhan
1,isi nya drak sis tem Nana hyper Laila tenk maksud nya apa ini woy 🤣🤣,keluhan
"1,""game dark system as yu, main kalah truss"",keluhan"
1,game sistem ini mirip sekali dengan judi kalo kita kalah sekali itu pasti akan kalah terus sampai kita udahan contoh udah menang 8 kali berturut turut dan pasti akan kalah 1 dan itu akan terus sampai kita kalah 5 kali berturut turut itu mirip seperti sistem judi kita akan kalah setelah menang berturut turut dan kita akan emosi dan main terus dan terus hanya untuk kalah. sekian dari saya rank awal 150-140. #buatsistemsoloplayer,keluhan
"1,""astaghfirullah moonton gue kasih saran ya hapus fitur Mabar dibawah rank kita bikin emosi sumpah rank bawah taik setiap main solo ketemu rank bawah Mabar tolol idiot gabisa main,,, mending pindah AOV kalo fitur ini masih dipertahanin... AOV kalo kita mvp meskipun kalah tetep dapet bintang🔥"",keluhan"
1,Game apa ini di kasih drak sistem Bae terus,keluhan
1,game rusak lag banget padahal sudah wifi luar biasa,keluhan
1,game harammm,keluhan
1,GAME SETTINGAN MASA KALO KITA LAGI WINN TRUS DI KASIH TIM YANG BENER KALO LAGI LOSE TRUS DI KETEMUIN AMA LEGEND LAWAN NYA GLORY KAN GILLA YAA,keluhan
"1,""kami yang reng rendah selalu di kasih musuh yang rang tinggi dan kami kalah terus karna gak seimbang, main honor of king ajah hapus mobile legends"",keluhan"
"1,""game t8!01, ngasih team ampas gabetul"",keluhan"
1,kenapa di buat ulasan kalau ga di tanggapi lu bloon atau bego? yg kaya gini lu bilang adil lihat hasil pertandingan gue di season ini z biar lu ngotak,keluhan
1,game taii,keluhan
1,tolong dong min saya sudah bermain sesuai line kenapa kredit skor saya turun padahal permainan menang trus dan saya juga rotasi bantu temen apakah saya salah sampe saya gk bisa main rank karena dapet laporan gk sesuai line yg nmnya roam kn bebas mau hero apa saja yg pnting pake roam klo kya gini game jadi bikin orang emosi dan bisa bisa mental kena psikis kena emosi banting hp ini itu,keluhan
"1,""udah dong moonton udh capek gw menang 1x kalah nya 5 kali,apa coba gua udah habis jutaan buat ni game masa begitu bgt"",keluhan"
1,ku supani mati lu mutun lol gem burik bagus vivayer gem burik hapu saja gem ini gem lol,keluhan
1,one star,keluhan
1,ngelag banget gemenya gabisa digerakin udah berminggu-minggu masih sama seperti ini,keluhan
"1,""game nya bagus, untuk orang gila"",keluhan"
1,game apa ini dimana mana ya game tuh ada menang ada kalah ini gua kalah Mulu heran gua udah mah gacha ga dapet dapet dasar game kikir mending honor of Kings,keluhan
"1,""game rusak , Banyak Beban , penyebab stres , gagal ginjal , kanker , stroke , kolesterol, merugikan"",keluhan"
"1,""game pembodohan,montoon sampah game terlalu berat asssuu"",keluhan"
1,gak konsisten,keluhan
1,monton knp kau kasih tim ku legend semua sedangkan musuhnya kau kasih mantan glory bisa gk adil gw cape gendobg mulu kasih tim sesuai rank napasih pusing gw ngepus gk naik naik mikir,keluhan
1,gas yng main ml mending main fire fire Roblox ata PUBG ya jadi hapus aj ml kalian download gem 3ini,keluhan
1,gamenya gak seru sama sekali udah gitu pembagian match makingnya bener bener gak adil sama sekali pula,keluhan
1,gw pensi game ngasih kekalahan melulu,keluhan
1,game full setingan,keluhan
"1,""GAME NYA SANGAT MEMUASKAN SAMPAI"""" LEMARI KU HANCUR"",keluhan"
1,game tidak ramah untuk Solo player game ramah untuk penjoki,keluhan
"1,""game nya kadang"""" asik kadang-kadang bikin stres"",keluhan"
1,lama2 dibiarin malah ngelunjak dikasih Lost trus ngoyak lah ku uninstall nih ml🤬🤬🤬,keluhan
"1,""game burik, war dikit lag"",keluhan"
1,aneh tim nya rada rusak,keluhan
"1,""sistem cacat sistem cacat game apa sih ini,Kalo udah honor 49 mau ke glory 50 di kasik tim IQ 78 tukang troll pasti musuhnya yang jago ber tittle sistem matchmaking tercatat yang pernah gua temuin"",keluhan"
"1,""game cacad semakin jelek lama"""""",keluhan"
1,game lol,keluhan
1,game rusak,keluhan
1,game nya bnyak draksistem tololl gameeee,keluhan
1,game apa ini tim nya busuk sekali mending hok kalo kalah tapi dia MVP bintang nya naik lah game ini udah banyak bot nya mohon lah monton kasih sistem belajar jawab lahhhh montonnnnnnnnnnnn,keluhan
1,maaf monton knp ya ada bug jaringan dan ketemu tim dark sistem cpba dlu monton perkirakan tim gausah yang terlalu bot/dark sistem memberi tim yang sedang sedang aja boleh ya jangan gitu ya,keluhan
"1,""monton apaan ngasih team busuk trs masa 2minggu cuma naik trun di legend 2 tiap maen pasti ada team asal milih hero nya bodoh lain x disesuaikan, user yg suka ngetrol tu disaring jangan dicampur yg maennya serius sial2 lama2 gw apus ni game dah gtu sering lag parah"",keluhan"
1,momton gw dah hapus ml karena bosen kalah Mulu gw harap gw win rek momton gw mau ke mitik,keluhan
1,game ini bikin orang gak mood main game bukan nya hilangin sttes malah lose streak jelek banget mending main epep,keluhan
1,tidak ramah bintang satu,keluhan
1,semoga aja bangkrut ini games amin,keluhan
"1,""game ini sangat tidak bagus untuk anak"""" usia 10-30"",keluhan"
1,aku mah di kasi tim bot terus sama monton,keluhan
1,montong gak adil kalo teman gw di kasih mulu tim drak sistem capek bangat gw,keluhan
1,lu pada yang udh gak ush maen ni game ni developer kaga niat banned banned nya plyer joki di biarinin sementara plyer scrip di diemin. sistem match making nya gak bener APALAGI SISTEM REPORT NYA DULU MASIH OKE BISA REPORT MAKE BANYAK BUKTI JADI AUTO KE SANGSI LAH SEKARANG KAGA BISA MALAH GW TIAP NEMU OLYER YANG SENGAJA NGE FEED KAGA PETNAH DI TANGGAPIN SIALAN,keluhan
"1,""SETIAP HARI NGE RANK DIKASIH TIM AI, GAME APA INI"",keluhan"
1,dapat tim kayak gak guna surat untuk monton kalo bisa ya monton kalo kasi tim yg bagus dikit jangan kayak main sama ank sd mintak tolong ya monton kata kasi pemain yg seimbang mana buktinya bohong semua untuk monton gak bisa berubah aku suruh kawan kelas ku gak lagi main ml udah makin tahun makin gelek 😒😒😒,keluhan
1,game tolol ..gak jelas,keluhan
1,GAME PERUSAK JIWA MANUSIA !!!! GAME LEBIH JELEK DARI YANG LAEN.,keluhan
"1,""makin rusak aja ni sistem moonton, penyesalan terbesar gue pernah top up i ml buang buang duit doang sitem rusak"",keluhan"
"1,""game rusak pemain nya tolol semua,game yang wajib di larang di semua negara"",keluhan"
1,game pembodohan....,keluhan
1,game hiburan orang miskin,keluhan
1,tolong monton gw Player solo sering dapat tim kek Computer update sekarang bukan nya bagus malah sering dapat tim gak jelas tolong di perbaiki ngepush rank bukannya naik malah turun terus main ber jam jam bukannya nambah bintang tolong lah monton kasihan solo player,keluhan
"1,""game rusak ini guys, jgn di download, tim sama musuh ga seimbang, mn belakangan ini lag parah pdhl sinyal gw bagus, game aneh buriq on ol"",keluhan"
1,BANYAK DARK SYSTEM TOON!!!!!!!!!!!!!!!!!!!!!!!!!!!! OPTIMALIN LAH TOOON!!!!!!!!!!!!!!!!!!!!!. BANTU RAMAIKAN HONOR OF KING BIAR BANYAK SKIN BARU. MAKIN HARI MAKIN BOBROK,keluhan
1,SENGAJA GUA HAPUS KATA KATA GUA SOALNYA MAU PENSI GUA SETRES MAIN GAME INI GADA MANFAAT MENANG KAGA SETRES IYA EMANG SETRES NI GAME GUA DOAIN NI GAME BANGKRUT BIAR GADA LAGI YG MAIN NI GAME SETRES,keluhan
"1,""semakin menurun sudah peminat ini game karena banyak merugikan para pengguna aplikasi,mulai lag,pemain yang berusia masih 8tahun sudh main yang membuat yang sudah pro akhirnya jadi korban anak""""yang tidak main,jadi yang mau downlood ini aplikasi mending berpikir 1000x,bikin habis koutamu aj dan tidak ada manfaatnya ini game,kmu rugi waktu,kesehatan dan keuangan,jgn mau bodohin sama aplikasi mobile lagend,kmu main smpai 1tahun saya jamin tidak ada yg bisa dibgi kmu pihak moonton"",keluhan"
1,jlk g rmh bkin betmut,keluhan
1,gem kontoll kontoll,keluhan
1,bagus,keluhan
1,gara gara game ini anak saya sudah depresi trusss,keluhan
1,halo moonton saya orang tuanya anak saya telah menjadi gila karena kalah Mulu main game nya katanya tim nya kaya gitulah jadi ini mau gimana Mobile legend?🙂,keluhan
1,woi monton tolong Ben aku temen saya Nick name nya : kang Sule dia pake map hek dan script,keluhan
1,gema sempah banyak main cupu gak ada baik kata kata gak sopa lawah jago malas dapat tim gak gunah ini apa lagi jari leg sudah kalah 9999 kali ini sudah pelti dapat mena lagi dan gak di kasih,keluhan
1,Nik pitam main ini sumpah,keluhan
1,game pepek,keluhan
1,Game bosok,keluhan
1,kikir jahanm banyak drak sistem nya hama kalo ngasi skin nanggung,keluhan
"1,""kasih tim yang seimbang napa, tim lawan ngerti main tim sendiri kagak"",keluhan"
"1,""Alhamdulillah udh hapus ni game ,buat kalian hati hati dengan game ini berbahaya ,gua pindah hok karena dsna macth nya lebih seimbang gamenya jg bGus"",keluhan"
1,game scam katanya bug jaringan udh diperbaiki kok gw masih ngebug sih gegara bug lu gw jadi kalah padahal tinggal end minimal kalo orang kasih saran itu di perhatiin bukan dikacangin pantesan game kek gini g rame di luar negeri,keluhan
1,game kayak taik,keluhan
1,aku gk nge cheat malah di ban MOONTON PUKI,keluhan
1,Iki game ake bot e bucin beban pula mending game HOK ramah banyak gratis mudah naikin rank gak kayak game ini makin lama makin banyak player toxic beban gak kayak dulu makanya ratingnya tambah buruk padahal dulu juga yang donlowd 1m skarang g nyampe game,keluhan
1,game rusak,keluhan
1,moonton game lu bnyk dark sistem yatim cape gw ls mulu,keluhan
1,gw makin benci sama moonton ngotak lah ngasih ls 25 kalik ws nya sekali dua kali kan kocak saya ga mau tau kalo anda tidak mengasih saya ws saya akan pensi dari game ini😒,keluhan
"1,""monton di ml GK ada player yg jago kah, soalnya lu kasi tim yang bodoh semua GK tau main bocil² sedangkan tim musuh jago²"",keluhan"
1,moonton sengaja buat kita kalah kasih tim dark sistem semua sedangkan lawan pro semua memang moonton gak jelas😡🤬🤬,keluhan
1,ganti game aja gua mau pindah ke HOK skin banyak yang di geratisin tapi bintang gak ada yang geratis,keluhan
"1,""oi devoloper ml knp sih gua di kasi tim bot terus mungsungnya jago jago,ini namanya GK adil GQBLQK"",keluhan"
"1,""milking aj terus skinnya terus hsil milking buat skin baru😹,server lu benerin lah"",keluhan"
1,gw mau mm tolol susah amat yatim,keluhan
1,mending gk usah di download ni game bikin emosi doang,keluhan
"1,""makin kesini makin rusak ini game,,,saat war ngeleg trusss pada hal jaringan bagussss"",keluhan"
1,kok kotor ribuan kali apa maksutnya ini tiap maen tim sampah jadi 1 ini merugikan terjadi ribuan kali kami bukan robot ini game apa ajing sampah merugikan waktu cina jepang kau unggulkan apa apan ini,keluhan
1,tidak sesuae sama team dan musuh kayak 9vs1 team kayak musuh sendiri dan banyak player AFK,keluhan
"1,""game apa ini anying,main creation camp udah keluar dari game mobile legends malah dipaksa main mana ulang ulang terus dari 99% langsung jadi 0%"",keluhan"
1,game gajelas bukan nya bikin seneng malah bikin stress,keluhan
"1,""taik lu dapat tim tolol terus game sebelah aja man teman,dari pada stres"",keluhan"
"1,""Game apaan ini,katanya game yang adil ton,tapi giliran maen selalu musuh nya pada jago² tapi dapet team yang kayak gitu terus ton ton gmna sih kecewa saya hp saya jadi rusak Mulu gara gara maen game ini."",keluhan"
1,game rusak GK adil ngasih match gw lostreak dari bintang 23 ke bintang 5 game rusak #semoga di notice y,keluhan
1,games yg ngebosenin,keluhan
1,game @su gw mau naik legend aja dikasih tim draksistem,keluhan
1,nyesel download game ini timnya gak bener lain kali kalok dah kalah sekali kasih lawan bot aja biar orang lain betah mainya tolong perbaiki sistemnya,keluhan
1,jangan kasih gua drak sistem lah monton hari hari Los trek cape gua kasih tim yang setara lah sekil nya ama gua biar adil masa musuh jago temen poke plis lah monton yang adil kalo solo kasih tim yang setara skil nya jangan poke,keluhan
1,hapus aja game nya anjir gk guna buat masa depan orang ap lagi lu bikin lose treak ke kita capek main malah di kasih lose treak hapus aja game ml gk guna di kasih musuh jago di kasih tim super duper BOT dark sistem hapus si menurut gw supaya gk bikin capek anjir,keluhan
1,****** dijamin apaan aku udah spin 20 kali ga dapet apa apa cok sialan PHP di spin julian kata dapet setelah 20kali spin,keluhan
"1,""SEBENARNYA SUKA AMA GAME INI TAPI SINYAL SUKA NGELEK KALO PAS ADA MUSUH TIBA TIBA BANGET JADI MERAH,PAS UDH MATI MALAH HIJAU SINYAL NYA GAK JELAS EMNG"",keluhan"
"1,""minimal kalo ngasih tim ngotak dikit napa, ngasih yang bot semua"",keluhan"
1,hari hari push rank tapi rank gk naik malah emosi yang naik selalu aja di kasih tim gk bisa main gk pandai rotasi tapi coba kalo musuhnya selalu pada jago jago skil nya hh plikasi appplah game buang²waktu aja lebih baik unistal game ini aja para hadirin semua nya demi masa depan,keluhan
1,kondisi kan game kau ini montoon baby siap main ngeleg pada hal jaringan bagus klau GK bisa di kondisikan hapus aja di play store baby,keluhan
1,gem ml ini . harus di hapus karna bisa bikin orang marah ² kayak orang setres karna kalah kalah terus udah jaringan kita bagus malah di gem ini tiba tiba jadi merah jaringan ku . dan aku sarankan sama monton biar sistem gem ini di perbagus jaringan nya . udah setiap hari aku main solo tapi jaringan merah merah merah terus gag pernah bagus . tapi pas ku coba main gem lain . atu nonton fideo jaringan ku bagus kali . tapi main ml di Rengk jaringan merah merah kali . 😔😔😔😮‍💨😡😡😡😡😡🤬🤬🤬😞,keluhan
1,kasi team yang adil woyyy baca gak? game rusak apaan main solo tim gak adil mulu,keluhan
"1,""game ga jelas, tier glory di temuin sama honor, mawi, org ga bisa main, cape cape push mmr, rusak mobile legend sekarang pensi aja pindah game,top up setiap event tapi di kasih tim ga jelas terus sampe LOSE STREAK 15"",keluhan"
1,mantap 🫶,keluhan
"1,""udah dasar nya game burik terlalu banyak ngambil keuntungan dari event ga jelas,alhasil game banyak pembaruan tapi kualitas game masih burik signal lag,aga kocak emang yg punya,game moonton game burik emang dari dulu ga ada perubahan.mending main game tetangga sebelah lebih ringan kualitas bagus.ga lama lagi member pada kabur dari game burik monton.🤣"",keluhan"
1,Game Sadu Kalo LEG Gk Bisa Gerak!,keluhan
1,moonton tolonglah drak sistim hilangkan ya moonton tolonglah gara drak sistem rank aku turun dn kalah terus -menerus 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,keluhan
1,game gak seru apa lagi dengan satu yang tidak kompak sama hal dengan tim lawan yang sangat kompak dan game tidak seru roblox,keluhan
1,cape main game ini pembaruan terus tapi tim buruk terus,keluhan
"1,""woiii kenapa lag,niat bikin game gakk?.game belum jadi dah di rilis"",keluhan"
1,game rusak jangan download,keluhan
1,Drak sistem parah.. gausah download game ini sistemnya makin buruk.,keluhan
"1,""montoon g sehat, milih musuh g mikir...ngasih tim ds lol"",keluhan"
1,saya saranin Jangan main kalo gak sabaran orang nya,keluhan
"1,""monton lu benci gua ya kok ngasih tim gak seimbang kalo monton jawab """"game MLBB selalu kasih tim yg seimbang""""mana coba pasti pas gua main dikasih tim beban sedangkan musuh nya pro semua itu mana adil kalo bikin game itu apalagi game perang kalo gak niat gak usah bikin game sama bug jaringa masa udah pakek wifi sama data seluler masih ngeleg baru dapet tim yang jago dikit dikasih ngelag woi monton aku juga punya batas kesabaran ya kalo ngasih tim yang seimbang lah kalo gak seimbang"",keluhan"
1,oi monton kasi tim yang benar lah gua cape lostrek Mulu,keluhan
"1,""kalah menang terus on ol, minimal ngasih tim yang ngontak"",keluhan"
1,gimana sih tim gua rank tertinggi nya honor sedang kan musuh pada glory otomatis pengalaman bermain nya berbeda lah lu kasih gua tim sama musuh gk adil banget sih,keluhan
1,makin update makin kek anjeng,keluhan
"1,""matchmaking sampah ,game algoritma rusak ,sangat layak bintang satu , harapan nya sih player nya semoga cepat berkurang dan game ini mati atau minimal bintang 3,2 aja di playstore"",keluhan"
1,ngomong toxic aja ga pernah tapi gua kena sanksi gajelas game rusak,keluhan
"1,""Kalo main di rank jangan dicampu-campur, contoh : levelnya rendah jangan diketemukan dengan level tinggi, kalo bisa diatur level rendah ketemunya dengan level rendah, level tinggi ketemunya level tinggi."",keluhan"
1,moonton haram,keluhan
1,dapat tim setres semua Muntunn trauma gua main ml😭😔,keluhan
"1,""paham kan bintang satu aja lah ,masih acak Adul ngasih tim ,"",keluhan"
"1,""game ml Jagan download,nanti kalian di kasi lostrek Mulu,masak gak pernah di kasih ws,udah lah game kikir, di kasih lostrek,mau imortal aja GK bisa bisa"",keluhan"
"1,"", matchmaking Lama, ketemu musuh jago tim poke, jaringan suka ngelag"",keluhan"
1,monton kalo ngasih tim yang bener lah tiap main selalu di kasih dark sistem mulu kita tu juga pengen menang kotok apa mata lu,keluhan
1,tolong lah monton hilang para drak sistem saya sebagai player solo tersiksa tolong lah kasik lawan tu yang sepadan gaa jangan tim saya drak sistem tim musuh top global semua,keluhan
1,kenapa yah gw kan solo terus tim gw ada epic 2 sma epic 4 sedangkan gw legend 2 kan moonton tidak adil bagi user nya harusnya kasih tim sepadan,keluhan
"1,""moonton gk jelas kenapa beberapa hari ini kenapa jaringan merah padahal udah full masih aja merah makin hari makin rusak jaringan nya bukan nya perbaiki jaringan malah kasih skin gratis buat takut player nya pindah gk jelas banget harus nya perbaiki jaringan, ini bagiku jaringan terburuk di game ini kalau gitu gw gk akan lanjutin ml sampe reset season kalau gitu kalo gk diperbaiki jaringan bukan skin gratis atau lain lain moontoonnnnnn"",keluhan"
1,aku harus beri bintang 1,keluhan
1,kurang kurangin dark sistem,keluhan
1,mending hok,keluhan
1,dari dulu enggak pernah adil saat pembagian tiem . tolong kalo bagi tiem tu yang adil masak saya ke temu tiem ampas trus abis itu banyak yang ngetroll. gem jelek rusak najis,keluhan
1,game nya jelek bngt,keluhan
1,jangan kasih tim bot lah capek main terus tapi kalah,keluhan
1,game ny bagus tapi tim ny kayak,keluhan
"1,""Game merugikan bagi solo player!!!. Terutama di system matchmaking, kita selalu disatukan dengan team yang dasarnya tidak bisa bermain, feeder, troll, high ranknya pun jauh sekali dengan team2 musuh, selalu melawan musuh yang begitu kompak, kuat, dan tau cara untuk bermain. Sudah minta penanganan/solusi ke CS tapi jawaban template semua dan tidak ada perubahan sama sekali! HAPUS AJA INI GAME SEKALIAN!!!"",keluhan"
1,aoakah game ini mau bangkrut sehingga membuat lag terus pas snow ball...makin nyata aja nih game kelakuan ular para admin nya makin buas ya,keluhan
1,lawak sia sia gw top up game korupsi blokir aja ni game,keluhan
