no,Madura,Indonesia,hal,buku kelas
522.0,Garus ban ebajari kabbi' tadha' se eotange,Ludes dan dibayar semua tidak ada yang diutang.,33,oreng-oreng palang
523.0,Bila nga' jareya perak tadha' padha,Bila seperti itu senang tiada tara.,33,oreng-oreng palang
524.0,Mole ka bengkona pera'ngeba ebbak ban temba tadha' essena,Pulang ke rumahnya hanya membawa keranjang dan timba tidak ada isinya.,33,oreng-oreng palang
525.0,"Dhalem pekkerra, Atun bisa nyokobi odhina","Dalam pikirannya, Atun bisa mencukupi hidupnya.",33,oreng-oreng palang
526.0,Nyokobi kabutowan odhi'na ban lakena se ajaga bengko,Mencukupi kebutuhan hidupnya dan suaminya yang menjaga rumah.,33,oreng-oreng palang
527.0,"Bila juko'na garus, dharina ajuwalan juko' Atun nyepper ka barung ban kadhang ka pasar kaangguy melle kabutowanna e bengkona","Bila ikannya ludes, dari berjualan ikan Atun mampir ke warung dan kadang ke pasar untuk membeli kebutuhannya di rumah.",33,oreng-oreng palang
528.0,"Molae dhari berras,","Mulai dari beras,",33,oreng-oreng palang
529.0,"sabun, sampe' melleyagi roko'na lakena","sabun, sampai membelikan rokok suaminya.",34,oreng-oreng palang
530.0,"Apapole pas badha lebbina, Atun bisa ngesse'e bungbung perrengnga kaangguy kabutowanna ana'na se terro nerrosagiya sakola'anna","Apalagi lalu ada lebihnya, Atun bisa mengisi celengan bambunya untuk kebutuhan anaknya yang ingin meneruskan sekolahnya.",34,oreng-oreng palang
531.0,Ana'na se sateya mondhuk gi' kellas tello'aliya,Anaknya yang sekarang mondok masih kelas tiga aliyah.,34,oreng-oreng palang
532.0,"Mandar ta' angena, oreng majang ma' bannya' olle-na,","Semoga tidak berangin, orang melaut semoga banyak dapatnya,",34,oreng-oreng palang
533.0,ca'na pekkerra Atun dhalem atena nalekana juko'na garus,kata pikiran Atun dalam hatinya ketika ikannya ludes.,34,oreng-oreng palang
534.0,Eabi' ejuwal kabbi,Habis terjual semua.,34,oreng-oreng palang
535.0,Gemmet kare baddhana,Untung tinggal adanya.,34,oreng-oreng palang
536.0,"Bila oreng majang bannya' ollena juko', tantona Atun melo katampesanna","Bila orang melaut banyak dapatnya ikan, tentunya Atun ikut kecipratan.",34,oreng-oreng palang
537.0,"olle, kenneng pangerem tang ana'lagguna,","dapat, bisa untuk kiriman anakku besok,",34,oreng-oreng palang
538.0,salanjangnga parjalanan mole atena Atun ce' bungana,sepanjang perjalanan pulang hatinya Atun sangat senang.,34,oreng-oreng palang
539.0,Mesemma ana' ngaton ce' pasdana,Senyumnya anak terlihat sangat pasti.,34,oreng-oreng palang
540.0,"Lake, oreng lake' se ce' ekataresnane daddi jang-bajangan neng e matana","Suami, lelaki yang sangat dicintai menjadi bayang-bayang di matanya.",34,oreng-oreng palang
541.0,"Saporana, Le', sanontodikaseakasapngorebiodhi'na bula","Maafkan, Dik, sekarang kamu yang bekerja menghidupi hidupku.",34,oreng-oreng palang
542.0,Samastena bula se alako,Seharusnya aku yang bekerja.,34,oreng-oreng palang
543.0,"Ngastete, Le', e lowar bannya' gudha'an, dika ban bula mandar gi' epakowada iman","Hati-hati, Dik, di luar banyak godaan, kamu dan aku semoga masih dikuatkan iman.",34,oreng-oreng palang
544.0,Ana'na se badha e pondhuk ja' pasampe' rang-korang,Anak yang ada di pondok jangan sampai kekurangan.,34,oreng-oreng palang
545.0,Bula ban dika mandar gi' epakellara ngerem,Aku dan kamu semoga masih dimampukan mengirim.,34,oreng-oreng palang
546.0,Maske ana'na dika ban bula ganeko babine' padha terro asakola'a tenggi,Meskipun anak kita itu perempuan sama-sama ingin bersekolah tinggi.,34,oreng-oreng palang
547.0,"Maddha padha anyo'on mandar epatotoga pangaterrona,","Mari sama-sama memohon semoga disampaikan keinginannya,",34,oreng-oreng palang
548.0,oca'an Satrawi se daddi sab-bu'na Atun,ucapan Satrawi yang menjadi pengikatnya Atun.,34,oreng-oreng palang
549.0,Oca'na lakena se eteggu' koko ban Atun e bila'a ban e dhimma'a bai,Ucapan suaminya yang dipegang teguh oleh Atun kapan pun dan di mana pun.,34,oreng-oreng palang
550.0,Oca'na lakena e baktona,Ucapan suaminya di waktunya.,34,oreng-oreng palang
551.0,Atun buru ajaja juko' dha'-kadha'na,Atun baru menjajakan ikan seadanya.,35,oreng-oreng palang
552.0,"monggu oreng majang, mate ngambang e tase","bagi orang nelayan, mati mengambang di laut.",35,oreng-oreng palang
553.0,Ibbi molja etembang odhi' e dara' ta' kalaban,Lebih mulia dibanding hidup di darat tidak bekerja.,35,oreng-oreng palang
554.0,"Lajar biru, lajar pote, lajar macem barna abaris ngolowagi aros dhari tengnga tase","Layar biru, layar putih, layar macam warna berbaris melawan arus dari tengah laut.",35,oreng-oreng palang
555.0,"Angen ngasiyur nambu un-dhaunan, ju-kajuwan, ban ka' bungka'an","Angin berdesir meniup dedaunan, pepohonan, dan bunga-bunga.",35,oreng-oreng palang
556.0,Angen nambu pekkeranna reng bine' se ngamba'lakena,Angin meniup pikiran para perempuan yang menunggu suaminya.,35,oreng-oreng palang
557.0,Ngantos ollena kasap e tengnga tase,Menunggu hasil pencarian di tengah laut.,35,oreng-oreng palang
558.0,Ngantos juko'se ejuwala mon ollena abak bannya,Menunggu ikan yang akan dijual kalau dapatnya agak banyak.,35,oreng-oreng palang
559.0,Lakena se gi' ngambang e tengnga tase,Suaminya yang masih mengambang di tengah laut.,35,oreng-oreng palang
560.0,Ajaring juko' mangkat asango pasra bakte pakon nyoppre odhi' samporna abareng bine ban ana'na,Menjaring ikan berangkat bersangu pasrah bakti patuh demi hidup sempurna bersama istri dan anaknya.,35,oreng-oreng palang
561.0,"E dara', reng-oreng ngetthok ban nale'e bulung","Di darat, orang-orang memotong dan mengikat daun.",35,oreng-oreng palang
562.0,Lake'-bine' padha asabung e settong barung,Laki-perempuan sama-sama berkumpul di satu warung.,35,oreng-oreng palang
563.0,Settong kennengngan ban settong jaragan,Satu tempat dan satu juragan.,35,oreng-oreng palang
564.0,"Kabbi padha ngaddu gella', kakak, ban mesem","Semua sama-sama mengadu tawa, terbahak, dan senyum.",35,oreng-oreng palang
565.0,Kabbi padha ngocol dha-kandhana,Semua sama-sama melepas perbincangannya.,35,oreng-oreng palang
566.0,Padha ngocol bak-tebbagan,Sama-sama melepas tebak-tebakan.,35,oreng-oreng palang
567.0,Kabbi lir-giliran acareta cem-macemma essena odhi'na,Semua bergilir bercerita bermacam-macam isi hidupnya.,35,oreng-oreng palang
568.0,Na'-kana' se gi' ta' cokop omor kaangguy asakola noro'reng towana ka gir sereng,Anak-anak yang masih tidak cukup umur untuk bersekolah ikut orang tuanya ke pesisir.,35,oreng-oreng palang
569.0,Badha se bang-tabangan e tompo'anna beddhi,Ada yang lari-larian di tumpukan pasir.,35,oreng-oreng palang
570.0,Badha se amaen bantheng,Ada yang bermain benteng.,35,oreng-oreng palang
571.0,Badha se amaen tambur,Ada yang bermain tambur.,35,oreng-oreng palang
572.0,Badha se amaen tek-keteggan,Ada yang bermain petak umpet.,35,oreng-oreng palang
573.0,"Bila padha perak, padha kak-ngakak asorak","Bila sama-sama senang, sama-sama tertawa terbahak-bahak bersorak.",35,oreng-oreng palang
574.0,"Alonca' ka aeng, acabbur mandhi, mega'senggi', kongo, ban odhang","Melompat ke air, mencebur mandi, menangkap rajungan, kepiting, dan udang.",36,oreng-oreng palang
575.0,Ngaddu cekkomang daddi maenan se paleng lebur monggu na'-kana' se oreng towana akasap neng e tengnga tase,Mengadu umang-umang menjadi mainan yang paling disukai bagi anak-anak yang orang tuanya bekerja di tengah laut.,36,oreng-oreng palang
576.0,Garudhuk guntor mapecca pekker,Gemuruh guntur memecah pikiran.,36,oreng-oreng palang
577.0,Kelap se ngapeyar manabur jembarra na'-kana'se amaen ca'-lonca'an,Kilat yang menyambar membubarkan keramaian anak-anak yang bermain lompat-lompatan.,36,oreng-oreng palang
578.0,Duli ka dara,Cepat ke darat.,36,oreng-oreng palang
579.0,"Enggi, Ma', Enggi, Nom","Iya, Bu, Iya, Bu.",36,oreng-oreng palang
580.0,"Cong, duli ka dara' me' ojan","Nak, cepat ke darat nanti hujan.",36,oreng-oreng palang
581.0,"Angenna barat, ondhemma gubet sale'bung","Anginnya barat, mendungnya menyelimuti semua.",36,oreng-oreng palang
582.0,Mara duli ka dara,Ayo cepat ke darat.,36,oreng-oreng palang
583.0,Arossa santa' atabung ban omba' se ngadalbus,Arusnya deras bertabrakan dengan ombak yang berdebur.,36,oreng-oreng palang
584.0,lajar pote bang-kambangan,layar putih terapung-apung.,36,oreng-oreng palang
585.0,dhari tengnga tase,dari tengah laut.,36,oreng-oreng palang
586.0,e attassa sampan pajang,di atas sampan nelayan.,36,oreng-oreng palang
587.0,Reng-oreng ngagaruweng e gir sereng,Orang-orang berkerumun di pesisir.,36,oreng-oreng palang
588.0,Lajar pote ngontop e sampan se bang-kambangan aesse jasadda oreng mate ka dara,Layar putih muncul di sampan yang terapung-apung berisi jasad orang mati ke darat.,36,oreng-oreng palang
589.0,"Iya, ano ano sapa ra","Iya, anu anu siapa ya.",37,oreng-oreng palang
590.0,Man ano tadha'la,Kalau anu tidak ada.,37,oreng-oreng palang
591.0,Ambu ra ja'ameler,Berhenti jangan bercanda.,37,oreng-oreng palang
592.0,Sapa se ameler,Siapa yang bercanda.,37,oreng-oreng palang
593.0,Pabadha kennenganna ko mon amelera,Carikan tempatnya kalau bercanda.,37,oreng-oreng palang
594.0,"Ba,iya sapa se ameler","Lah, iya siapa yang bercanda.",37,oreng-oreng palang
595.0,Ja' areya lakar ongguwan,Soalnya ini memang sungguhan.,37,oreng-oreng palang
596.0,Sapa se la dhapa,Siapa yang sudah tiba.,37,oreng-oreng palang
597.0,Sat Sat Sat sapa pateppa,Sat Sat Sat siapa kira-kira.,37,oreng-oreng palang
598.0,Edhiya tadha' oreng se anyama Sat,Di sini tidak ada orang yang bernama Sat.,37,oreng-oreng palang
599.0,"Ano wa,arowa ro dalemma se badha e budhina Marsu'ip","Anu itu, itu lho rumahnya yang ada di belakangnya Marsu'ip.",37,oreng-oreng palang
600.0,Iya sapa pole e budhina Marsu'ip oreng se anyama,Iya siapa lagi di belakangnya Marsu'ip orang yang bernama.,37,oreng-oreng palang
601.0,Man Satrawina Bi'Juwa,Paman Satrawi-nya Mbok Juwa.,38,oreng-oreng palang
602.0,"Ai, banne ko","Ai, bukan.",38,oreng-oreng palang
603.0,"Arowa ro, se ngagunge paraban se ca'na reng-oreng daddi kembangnga disa","Itu lho, yang punya anak perawan yang katanya orang-orang menjadi kembangnya desa.",38,oreng-oreng palang
604.0,Man Satrawina Bi'Marbu'a,Paman Satrawi-nya Mbok Marbu'a.,38,oreng-oreng palang
605.0,"Ba, pas sapa","Lah, lalu siapa.",38,oreng-oreng palang
606.0,Man Satrawi rowa kan ngagunge paraban keya,Paman Satrawi itu kan punya anak perawan juga.,38,oreng-oreng palang
607.0,"Sateya la abak komancer, ngacernang","Sekarang sudah agak bersinar, cemerlang.",38,oreng-oreng palang
608.0,Man Satrawi se pottrana gi' mondhuk wa,Paman Satrawi yang putrinya masih mondok itu.,38,oreng-oreng palang
609.0,"O,Man Satrawi rakana Buk Atun","O, Paman Satrawi suaminya Bu Atun.",38,oreng-oreng palang
610.0,Saratos kala' ba'na,Seratus buat kamu.,38,oreng-oreng palang
611.0,Tadha'se baramma Man Satrawi,Kenapa Paman Satrawi.,38,oreng-oreng palang
612.0,Elang otaba buru dhari dalemma apa,Hilang atau baru dari rumahnya apa.,38,oreng-oreng palang
613.0,Tadha'se baramma jareya,Kenapa itu.,38,oreng-oreng palang
614.0,Reng-oreng ngagaruwegir sereng,Orang-orang berkerumun di pesisir.,38,oreng-oreng palang
615.0,"Ya, bisa bai bila la Guste karep","Ya, bisa saja bila sudah Tuhan berkehendak.",39,oreng-oreng palang
616.0,Bilana jareya se etemmo,Kapan itu ditemukannya.,39,oreng-oreng palang
617.0,Gi' buru ya,Baru saja ya.,39,oreng-oreng palang
618.0,Mon ta' iya gi'badha e gir sereng,Kalau tidak salah masih ada di pesisir.,39,oreng-oreng palang
619.0,Sapa se nemmo,Siapa yang menemukan.,39,oreng-oreng palang
620.0,Ta' tao ja' sapa se nemmo,Tidak tahu siapa yang menemukan.,39,oreng-oreng palang
621.0,Keng sateya tanto la ramme e gir sereng,Tapi sekarang tentu sudah ramai di pesisir.,39,oreng-oreng palang
622.0,Daddi sateya gi' badha e gir sereng,Jadi sekarang masih ada di pesisir.,39,oreng-oreng palang
623.0,Polana gi' buru reng-oreng gi' padha nyare bareng kaangguy ngosong dhari sampanna se egiba majang ban Man Satrawi,Karena baru saja orang-orang masih sama-sama mencari teman untuk menggotong dari sampan yang dibawa melaut oleh Paman Satrawi.,39,oreng-oreng palang
624.0,"Ba,daddi Man Satrawi adinggal e tengnga tase","Lah, jadi Paman Satrawi meninggal di tengah laut.",39,oreng-oreng palang
625.0,Apana se ane,Apanya yang aneh.,40,oreng-oreng palang
626.0,"Ya,getton rowa ra, ja' polana Man Satrawi reya la abit ta'majang","Ya, begitu itu, soalnya Paman Satrawi ini sudah lama tidak melaut.",40,oreng-oreng palang
627.0,"Mon se ekataowe engko', Man Satrawi reya entar ka gir sereng pera' ngongngang ban ngoras sampanna","Kalau yang aku tahu, Paman Satrawi ini pergi ke pesisir hanya melihat dan menguras sampannya.",40,oreng-oreng palang
628.0,Jareya bai ta' sabban are,Itu pun tidak setiap hari.,40,oreng-oreng palang
629.0,"Sartana, ba'na tao","Serta, kamu tahu.",40,oreng-oreng palang
630.0,E sampanna Man Satrawi reya ta' ngeba pa-apa,Di sampannya Paman Satrawi ini tidak membawa apa-apa.,40,oreng-oreng palang
631.0,Tadha' jaringnga juko,Tidak ada jaring ikannya.,40,oreng-oreng palang
632.0,Tadha' pentorra kopetheng otaba rajungan,Tidak ada perangkap kepiting atau rajungan.,40,oreng-oreng palang
633.0,Poko'na tadha' baragat se biyasana epamega'juko'e tase,Pokoknya tidak ada alat yang biasanya dipakai menangkap ikan di laut.,40,oreng-oreng palang
634.0,Pas ano apa ka tengnga tase' mon ta' mega' juko,Lalu mau apa ke tengah laut kalau tidak menangkap ikan.,40,oreng-oreng palang
635.0,Ta'jareyana engko'ban reng-oreng bingong,Itulah aku dan orang-orang bingung.,40,oreng-oreng palang
636.0,Ta'tao ba' apa se ekalako ka tengnga tase' mon ta' ba-ngeba,Tidak tahu mau apa yang dikerjakan ke tengah laut kalau tidak membawa apa-apa.,40,oreng-oreng palang
637.0,Abareng sapa Man Satrawi ka tengnga tase,Bersama siapa Paman Satrawi ke tengah laut.,40,oreng-oreng palang
638.0,"Ca'na oreng se nangale, Man Satrawi reya pera'kadibi'an","Katanya orang yang melihat, Paman Satrawi ini hanya sendirian.",40,oreng-oreng palang
639.0,Pola me'badha se nganeyaja Man Satrawi,Mungkin ada yang menganiaya Paman Satrawi.,40,oreng-oreng palang
640.0,Dhu sapa se nganeyaja'a oreng bagus padhana Man Satrawi,Duh siapa yang akan menganiaya orang baik seperti Paman Satrawi.,40,oreng-oreng palang
641.0,"Sapa tao badha se ta' lebur ka Man Satrawi, kan bisa bai","Siapa tahu ada yang tidak suka pada Paman Satrawi, kan bisa saja.",40,oreng-oreng palang
642.0,Ja' juba' sangka mon gi' ta' andhi'sakse ban cokop bukte,Jangan buruk sangka kalau masih tidak punya saksi dan cukup bukti.,40,oreng-oreng palang
643.0,Tape badha se nangale ja' gella' gi' laggu' Matrawi ajalan abareng Ji Mas'ot dhari romana,Tapi ada yang melihat bahwa tadi pagi Paman Satrawi berjalan bersama Haji Mas'ot dari rumahnya.,41,oreng-oreng palang
644.0,Tape ta' tao ja'ajalan dha'emma,Tapi tidak tahu berjalan ke mana.,41,oreng-oreng palang
645.0,Kandhana se kadhuwa sabatara pas kacep,Perbincangan keduanya sebentar lalu senyap.,41,oreng-oreng palang
646.0,Ji Mas'ot jaraganna sampan se lebur mabudhu'an pesse rowa,Haji Mas'ot juragan sampan yang suka merentenkan uang itu.,41,oreng-oreng palang
647.0,Ba'na kan la tao dibi' ja' Ji Mas'ot reya lebur mabudhu'pesse,Kamu kan sudah tahu sendiri bahwa Haji Mas'ot ini suka merentenkan uang.,41,oreng-oreng palang
648.0,"Hus, ella' ta' olle nga'jareya","Hus, sudah tidak boleh begitu.",41,oreng-oreng palang
649.0,"Ba'na enga', ka caretana Man Sudahnan se etemmo ngambang e tase","Kamu ingat, pada ceritanya Paman Sudahnan yang ditemukan mengambang di laut.",41,oreng-oreng palang
650.0,"Kabarra, arowa Man Sudahnan polana andhi' otang ka Ji Mas'ot","Kabarnya, itu Paman Sudahnan karena punya utang pada Haji Mas'ot.",41,oreng-oreng palang
651.0,Abit sajan abit otangnga abudhu' sajan bannya,Lama semakin lama utangnya berbunga semakin banyak.,41,oreng-oreng palang
652.0,Dhari sakeng bannya'na taker ta' kellar nyerra,Dari saking banyaknya hingga tidak kuat membayar.,41,oreng-oreng palang
653.0,Bit-abit Man Sudahnan pas etemmo ngambang e tase,Lama-lama Paman Sudahnan lalu ditemukan mengambang di laut.,41,oreng-oreng palang
654.0,"Olle barampa bulan dhari matena Man Sudahnan, Bi' Matna ekabin Ji Mas'ot","Dapat berapa bulan dari matinya Paman Sudahnan, Mbok Matna dikawin Haji Mas'ot.",41,oreng-oreng palang
655.0,Dining se Bi' Matna labu ececce'e temba,Padahal si Mbok Matna sudah jatuh tertimpa tangga.,41,oreng-oreng palang
656.0,"Ba,ta'iya mara Bi' Matna ta' padhana oreng etapok'ekala'odhengnga","Lah, iya kan Mbok Matna seperti orang ditampar diambil ikat kepalanya.",41,oreng-oreng palang
657.0,"Sela lakena mate, aba'na ekabina","Setelah suaminya mati, dirinya dikawini.",41,oreng-oreng palang
658.0,"ta' endha' ekabin, otangnga lakena paggun etagi","tidak mau dikawin, utang suaminya tetap ditagih.",42,oreng-oreng palang
659.0,"Tape mon Bi' Matna endha' ekabin, Ji Mas'ot nganggep lonas otangnga Man Sudahnan","Tapi kalau Mbok Matna mau dikawin, Haji Mas'ot menganggap lunas utang Paman Sudahnan.",42,oreng-oreng palang
660.0,"Ya, nyamana oreng ta' andhi', tapaksa Bi' Matna endha","Ya, namanya orang tidak punya, terpaksa Mbok Matna mau.",42,oreng-oreng palang
661.0,"Dhu, ma'sajan lanjang","Duh, kok semakin panjang.",42,oreng-oreng palang
662.0,Ambu ja' ngacaca oreng,Berhenti jangan menceritakan orang.,42,oreng-oreng palang
663.0,Sateya ba'na dha'emma'a,Sekarang kamu mau ke mana.,42,oreng-oreng palang
664.0,Menta tolong ngosong jasadda Man Satrawi,Minta tolong menggotong jasadnya Paman Satrawi.,42,oreng-oreng palang
665.0,Bi' Atun mare ebalai,Mbok Atun sudah diberitahu.,42,oreng-oreng palang
666.0,Tape ta' tao keya pola me' la badha se entar,Tapi tidak tahu juga mungkin sudah ada yang pergi.,42,oreng-oreng palang
667.0,Mara entar ka Bi' Atun bai,Ayo pergi ke Mbok Atun saja.,42,oreng-oreng palang
668.0,Pola me'la dhateng aedder juko,Mungkin sudah datang dari mengedarkan ikan.,42,oreng-oreng palang
669.0,"Etembang nyator e jalan enga' reya, ya mayu'duliyan","Dibanding mengobrol di jalan seperti ini, ya ayo cepat.",42,oreng-oreng palang
670.0,du'ana bine ban ana'e budhi,doa istri dan anak di belakang.,42,oreng-oreng palang
671.0,daddi sango se paleng arga,menjadi bekal yang paling berharga.,42,oreng-oreng palang
672.0,monggu dha'oreng majang,bagi orang nelayan.,43,oreng-oreng palang
673.0,Guba e masegit etabbu,Bedug di masjid ditabuh.,43,oreng-oreng palang
674.0,Tandha bakto beddhuk la dhapa,Tanda waktu zuhur telah tiba.,43,oreng-oreng palang
675.0,Adan Duhur sakejja' aggi' bakal aolok dhari rong-corongnga masegit ban langgar,Azan Zuhur sebentar lagi akan memanggil dari pengeras suara masjid dan surau.,43,oreng-oreng palang
676.0,Atun mole perak polana juko'na garus,Atun pulang senang karena ikannya ludes.,43,oreng-oreng palang
677.0,Angen ceddu ta' maguli un-dhaunan ban ju-kajuwan,Angin dingin tidak menggoyangkan dedaunan dan pepohonan.,43,oreng-oreng palang
678.0,Dhung-kodhungnga Atun ta' akebba,Kerudungnya Atun tidak berkibar.,43,oreng-oreng palang
679.0,Pajalannan pa-dhana ta'nedda' tana,Jalannya seakan-akan tidak menginjak tanah.,43,oreng-oreng palang
680.0,Sakeng dhari peragga,Saking senangnya.,43,oreng-oreng palang
681.0,Kaburu se atemmowa lakena ban ngabasa pamesemma,Terburu-buru ingin bertemu suaminya dan melihat senyumnya.,43,oreng-oreng palang
682.0,Tantona padha bunga,Tentunya sama-sama bahagia.,43,oreng-oreng palang
683.0,Tantona sajan raket se ataresna,Tentunya semakin erat yang bercinta.,43,oreng-oreng palang
684.0,Kajabana sowarana atena Atun se sem-mesem nembang ce'peragga,Kecuali suara hatinya Atun yang tersenyum-senyum bernyanyi sangat senang.,43,oreng-oreng palang
685.0,Perak dhateng ajaja juko' ta'mole agiba juko' sampe' dhapa' ka taneyanna romana,Senang datang menjajakan ikan tidak pulang membawa ikan sampai tiba di halaman rumahnya.,43,oreng-oreng palang
686.0,'Atun nokthok labangnga,Atun mengetuk pintunya.,43,oreng-oreng palang
687.0,"Ka' Sat, panjennengan badha e ka'dhimma, Ka","Kak Sat, Anda ada di mana, Kak.",43,oreng-oreng palang
688.0,Paggun tadha' nyambidi,Tetap tidak ada yang menyahut.,43,oreng-oreng palang
689.0,Atun mukka' labangnga se nyatana ta'ekanceng,Atun membuka pintunya yang nyatanya tidak dikunci.,43,oreng-oreng palang
690.0,"Panjennengan badha e ka'dhimma, Ka","Anda ada di mana, Kak.",43,oreng-oreng palang
691.0,"Tore na, Ka', ja'agaja' pon padha towa","Ayolah, Kak, jangan bercanda sudah sama-sama tua.",43,oreng-oreng palang
692.0,ebbak ban tembana esaba' eadha'na labang pas duli maso' ka dhalem,keranjang dan timbanya ditaruh di depan pintu lalu segera masuk ke dalam.,43,oreng-oreng palang
693.0,Nyare saessena bengkona,Mencari seisi rumahnya.,43,oreng-oreng palang
694.0,"Nyosop ka emperra, ka","Masuk ke terasnya, ke.",43,oreng-oreng palang
695.0,"pangkengnga, ka dhaporra, ban ka kandhangnga ajamma","kamarnya, ke dapurnya, dan ke kandang ayamnya.",44,oreng-oreng palang
696.0,Kandhangnga e budhina bengkona se biyasana Satrawi makane ajam saban gi'laggu,Kandangnya di belakang rumahnya yang biasanya Satrawi memberi makan ayam setiap pagi.,44,oreng-oreng palang
697.0,Maso' pole ka bengkona,Masuk lagi ke rumahnya.,44,oreng-oreng palang
698.0,Entar ke pangkengnga,Pergi ke kamarnya.,44,oreng-oreng palang
699.0,Ta' biyasana Atun nangale salembar dalubang e lencak katedhunganna,Tidak biasanya Atun melihat selembar kertas di balai-balai tempat tidurnya.,44,oreng-oreng palang
700.0,Bi-lebbi romana berse tandha Satrawi la mnare asapowan,Terlebih lagi rumahnya bersih tanda Satrawi sudah selesai menyapu.,44,oreng-oreng palang
701.0,Atun coma meddek neng-enneng e lencak bungkel e pangkengnga,Atun cuma diam termangu di balai-balai bambu di kamarnya.,44,oreng-oreng palang
702.0,Romana se epandek dhari hasel lakona abareng bi'lakena,Rumahnya yang dibangun dari hasil kerjanya bersama dengan suaminya.,44,oreng-oreng palang
703.0,Ekala' dalubang se ngatang e lencak,Diambil kertas yang tergeletak di balai-balai.,44,oreng-oreng palang
704.0,Tolangnga Atun rennyo ngaropos kalengadha' maca tolesan e dalubang jareya,Tulangnya Atun renyah merapuh seketika membaca tulisan di kertas itu.,44,oreng-oreng palang
705.0,Atun ce pasdana ja' tolesan jareya tolesanna lakena,Atun sangat yakin bahwa tulisan itu tulisan suaminya.,44,oreng-oreng palang
706.0,Tape badha apa,Tapi ada apa.,44,oreng-oreng palang
707.0,Le' saporana mon bula andhi' sala ka dika,"Dik, maafkan kalau aku punya salah padamu.",44,oreng-oreng palang
708.0,Bulapon abit odhi' abareng dika neng e kennengan neko,Aku sudah lama hidup bersamamu di tempat ini.,44,oreng-oreng palang
709.0,"Bula ban dika pon padha tao senneng, ban sossana oreng alake-bine","Aku dan kamu sudah sama-sama tahu senang, dan susahnya orang bersuami-istri.",44,oreng-oreng palang
710.0,Bula ban dika pon padha tao rassa panas ekello eseram dertessa ojan,Aku dan kamu sudah sama-sama tahu rasa panas disengat disiram derasnya hujan.,44,oreng-oreng palang
711.0,"Pepena bacca, egili aeng mata dhari somber se anyama sokma","Pipinya basah, dialiri air mata dari sumber yang bernama sukma.",44,oreng-oreng palang
712.0,Sokma se ancep sateya loka,Sukma yang menancap sekarang luka.,44,oreng-oreng palang
713.0,Takerjat ta' nyangka,Terkejut tak menyangka.,44,oreng-oreng palang
714.0,Tapaksa bula entar ka tase' polana ta' sanggup nyempen todhus ban malo nanggung otang,Terpaksa aku pergi ke laut karena tidak sanggup menyimpan aib dan malu menanggung utang.,44,oreng-oreng palang
715.0,Otang se manabi edina bakal sajan bannya' atamba,Utang yang apabila dibiarkan akan semakin banyak bertambah.,44,oreng-oreng palang
716.0,seggut bula narema pessen dhari Ji Mas'ot,baru saja aku menerima pesan dari Haji Mas'ot.,45,oreng-oreng palang
717.0,Otangnga bula aneko kodu abajari bula dibi,Utangku ini harus dibayar olehku sendiri.,45,oreng-oreng palang
718.0,Banne kawajibanna dika,Bukan kewajibanmu.,45,oreng-oreng palang
719.0,Aneko otangnga bula sabellunna bula odhi'abareng dika,Ini utangku sebelum aku hidup bersamamu.,45,oreng-oreng palang
720.0,Otang sabellunna bula abakalan balakka,Utang sebelum aku berumah tangga.,45,oreng-oreng palang
721.0,Atun gi' paggun betta maca tolesanna lakena,Atun masih tetap betah membaca tulisan suaminya.,45,oreng-oreng palang
722.0,"Le', saongguna bula lakar ta' kellar nyare juko","Dik, sesungguhnya aku memang tidak kuat mencari ikan.",45,oreng-oreng palang
723.0,"Tape, bula ta' terro odhi' kalaban epengkot otang","Tapi, aku tidak mau hidup dengan terbelit utang.",45,oreng-oreng palang
724.0,Ban dika ta' parlo tao ja' bula andhi' otang,Dan kamu tidak perlu tahu bahwa aku punya utang.,45,oreng-oreng palang
725.0,Atun mekker dhalem tangessa,Atun berpikir dalam tangisnya.,45,oreng-oreng palang
726.0,"Sabab sataona Atun, Satrawi ta' tao aotang","Sebab setahunya Atun, Satrawi tidak pernah berutang.",45,oreng-oreng palang
727.0,"Roko', aroko' kalobut","Rokok, merokok kretek.",45,oreng-oreng palang
728.0,Juko' ajuko' tonju,"Ikan, ya ikan asin.",45,oreng-oreng palang
729.0,"Angguy, ngangguy angguy laju keng patot","Pakaian, memakai pakaian lama tapi pantas.",45,oreng-oreng palang
730.0,"Dhari sakeng terrona bula se alamara dika, bulaaba-langaja sakellarra kaangguy nekkane pamentana dika","Dari saking inginnya aku melamarmu, aku memaksakan diri sekuatnya untuk memenuhi permintaanmu.",45,oreng-oreng palang
731.0,Pamentana dika aropa sello' babakalan se samastena dika tarema bakto bula alamar dika,Permintaanmu berupa cincin pertunangan yang semestinya kamu terima waktu aku melamarmu.,45,oreng-oreng palang
732.0,Poji sokkor bula tekka melleyagi sello' babakalan dha' dika,Puji syukur aku kesampaian membelikan cincin pertunangan untukmu.,45,oreng-oreng palang
733.0,"Tape, nyatana sello'se ebagi ka dika ganeko melle dhari aotang ka Ji Mas'ot","Tapi, nyatanya cincin yang diberikan kepadamu itu dibeli dari berutang pada Haji Mas'ot.",45,oreng-oreng palang
734.0,Salaen sergut tangessa Atun,Selain deras tangisnya Atun.,45,oreng-oreng palang
735.0,Dhadhana remmok padhana badha se mathok,Dadanya remuk seperti ada yang mematuk.,45,oreng-oreng palang
736.0,Bengkona padhana se rorro,Rumahnya seakan-akan roboh.,45,oreng-oreng palang
