no,Madura,indonesia,hal,buku kelas
957.0,Nemmo se ngodha.,Menemukan yang muda.,40,Novel Kerrong Ka Omba
958.0,Se mornang ban ngolesneng.,Yang bersinar dan berseri-seri.,40,Novel Kerrong Ka Omba
959.0,Alos onggu.,Halus sekali.,40,Novel Kerrong Ka Omba
960.0,Daddi kembang kajembaran.,Menjadi bunga kebahagiaan.,40,Novel Kerrong Ka Omba
961.0,Bannya' lanceng-lanceng se gunna bisa ngalodhu'eber.,Banyak laki-laki yang hanya bisa menelan ludah.,40,Novel Kerrong Ka Omba
962.0,Tape lalake' ganeko se pojur.,Tapi laki-laki itu yang beruntung.,40,Novel Kerrong Ka Omba
963.0,"Lalake' se aberri' panerrangan ka lo-polo, ka disa-disa se gi' tadha' lampuna.","Laki-laki yang memberi penerangan ke pulau-pulau, ke desa-desa yang masih tidak ada lampunya.",40,Novel Kerrong Ka Omba
964.0,Lalake' ganeko eberri' kasempadan aop-raop e jeddhing ganeko saenggana lalake' nyerrop aengnga sopaja padha senneng dha' aba'na.,Laki-laki itu diberi kesempatan untuk membasuh muka di kamar mandi itu sehingga laki-laki menyedot airnya supaya sama-sama senang pada dirinya.,40,Novel Kerrong Ka Omba
965.0,"Dika paperna badha e dhinto, Cong!","Kamu pantasnya ada di sana, Nak!",40,Novel Kerrong Ka Omba
966.0,Aneka gi' bannya' urusan.,Ini masih banyak urusan.,40,Novel Kerrong Ka Omba
967.0,Dina neng e dhinto laju.,Sudah menetap di sana saja.,40,Novel Kerrong Ka Omba
968.0,Malle e dhinto tera'kadha'.,Biar di sana terang.,40,Novel Kerrong Ka Omba
969.0,"E ka'iya pon tera', jembar kaodhi'an.","Di sini sudah terang, luas kehidupan.",40,Novel Kerrong Ka Omba
970.0,"E malem Salasa kalebun, kadhuwana pon rasmi.","Di malam Selasa Kliwon, keduanya sudah resmi.",40,Novel Kerrong Ka Omba
971.0,Lampu e disa ganeko tera' kadha'.,Lampu di desa itu terang.,40,Novel Kerrong Ka Omba
972.0,Kajembaran ngalarkar.,Kebahagiaan menyebar.,40,Novel Kerrong Ka Omba
973.0,Bannya'oreng pon se mesem.,Banyak orang  yang tersenyum.,40,Novel Kerrong Ka Omba
974.0,Sengko'moleya gallu.,Saya pulang dulu.,40,Novel Kerrong Ka Omba
975.0,Kerrong ka oreng towa se badha e roma.,Rindu ke orang tua yang ada di rumah.,40,Novel Kerrong Ka Omba
976.0,Sampeyan ma' ta'ngajak kaua ja'samangken palemana?,Kamu kenapa tidak mengajak saya jika sekarang sudah lusa?,40,Novel Kerrong Ka Omba
977.0,Sampeyan tako' ka binena se towa kan?,Kamu takut ke istri yang tua kan?,40,Novel Kerrong Ka Omba
978.0,"Kaula oneng,sampeyan neka oreng penting'e kampongnga sampeyan, esanggu kaula ta' ngarte pasera sampeyan, lalake' se tebbel","Saya tahu, kamu ini orang penting di kampungmu, seolah saya tidak mengerti siapa kamu, laki-laki yang tebal.",40,Novel Kerrong Ka Omba
979.0,"Ya, dina ta'usa noro'.","Ya, sudah tidak usah ikut.",41,Novel Kerrong Ka Omba
980.0,"Etembang ba'na taselep e tengnga tase', Kan sapa se kaceba, sengko' bakal kaelangan ba'na.","Daripada kamu tersesat di tengah laut, Kan siapa yang sedih, saya akan kehilangan kamu.",41,Novel Kerrong Ka Omba
981.0,Ta'kera nemmo pole babine' cara ba'na.,Tidak akan menemukan lagi perempuan seperti kamu.,41,Novel Kerrong Ka Omba
982.0,"Mon lalake', maske asurban, pinter ngejung, sanajjan ngejung ta' kalaban najagana.","Kalau laki-laki, meskipun bersurban, pintar mengidung, meskipun mengidung tidak dengan sungguh-sungguh.",41,Novel Kerrong Ka Omba
983.0,"Are ganeko, lalake' gancko pon dhapa' ka romana.","Hari itu, laki-laki itu sudah sampai di rumahnya.",41,Novel Kerrong Ka Omba
984.0,Atemmo kalaban binena se pon abit ngancae tor abarengnge odhi'.,Bertemu dengan istrinya yang sudah lama menemani dan bersama hidup.,41,Novel Kerrong Ka Omba
985.0,"Emolae dhari ajar odhí', maodlhi' parembagan, tor ma-odhi' kajembaran se alangngoy dhalem ka taresnaan.","Dimulai dari belajar hidup, menghidupkan percakapan, dan menghidupkan kebahagiaan yang berenang dalam kasih sayang.",41,Novel Kerrong Ka Omba
986.0,Sampeyan kose abit ta' mole.,Kamu bisa lama tidak pulang.,41,Novel Kerrong Ka Omba
987.0,Senga' pon nemmo se laen e polo gi?,Awas sudah menemukan yang lain di pulau ya?,41,Novel Kerrong Ka Omba
988.0,Oca'na malembu' basa.,Katanya dengan bahasa yang halus.,41,Novel Kerrong Ka Omba
989.0,Sambi masemma'pangngara.,Sambil mendekatkan wajah.,41,Novel Kerrong Ka Omba
990.0,"Ngedhing serro berra' binena, lalake' ganeko gunna mesem sambi nyerrop bun-embunanna.","Mendengar keluhan berat istrinya, laki-laki itu hanya tersenyum sambil mencium ubun-ubunnya.",41,Novel Kerrong Ka Omba
991.0,"Sampeyan se la pon towa, gi' lebur amandak, manja.","Kamu yang sudah tua, masih suka menempel, manja.",41,Novel Kerrong Ka Omba
992.0,Sampeyan ta' lapar gi?,Kamu tidak lapar ya?,41,Novel Kerrong Ka Omba
993.0,Ta' terro ka la'-ola'anna kaula?,Tidak mau ke buatan saya?,41,Novel Kerrong Ka Omba
994.0,"Ngedhing parsemmon binena, lalake' ganeko gunna mesem.","Mendengar isyarat istrinya, laki-laki itu hanya tersenyum.",41,Novel Kerrong Ka Omba
995.0,Aba'na pon ta' andhi' rassa pole.,Dia sudah tidak punya rasa lagi.,41,Novel Kerrong Ka Omba
996.0,Tadha' eber.,Tidak ada nafsu.,41,Novel Kerrong Ka Omba
997.0,Ta'ngalecer sakale e bakto ganeko.,Tidak bergairah sama sekali di waktu itu.,41,Novel Kerrong Ka Omba
998.0,Sanajjan pon kadhuwa'an.,Meskipun sudah berdua.,41,Novel Kerrong Ka Omba
999.0,Aromasa pon tadha' kaodbi'an se bakal agiba kajembaran rassa.,Merasa sudah tidak ada kehidupan yang akan membawa kebahagiaan rasa.,41,Novel Kerrong Ka Omba
1000.0,Kajembaran eber.,Kebahagiaan nafsu.,41,Novel Kerrong Ka Omba
1001.0,"Sanonto bula kodu gasek ka polo, polana bannya' disa se kodu epasange canggana listrik.","Saat ini saya harus segera ke pulau, karena banyak desa yang harus dipasang tiang listrik.",41,Novel Kerrong Ka Omba
1002.0,Bula gunna bisa e dhinto lema are ka sapolo are.,Saya hanya bisa di sini lima hari sampai sepuluh hari.,41,Novel Kerrong Ka Omba
1003.0,"Enggi eatore mon kose kaso entara kalakowanna, e kaiya laju ta' aeber sakale.","Iya silakan kalau memang capek pergi bekerja, di sini saja sudah tidak bergairah sama sekali.",41,Novel Kerrong Ka Omba
1004.0,"Laju bila mole ka'enja, sampeyan ta' andhi' ora' sakale.","Lalu bila pulang ke sini, kamu tidak punya tenaga sama sekali.",41,Novel Kerrong Ka Omba
1005.0,"Gunna dhungtedhungan, tang-gentangan.",Hanya tidur-tiduran.,41,Novel Kerrong Ka Omba
1006.0,Akaton se ta' andhi' ora' sakale.,Kelihatan yang tidak punya tenaga sama sekali.,41,Novel Kerrong Ka Omba
1007.0,Akaton ta' apangara sakale se atemmowa.,Kelihatan tidak bernafsu sama sekali yang ingin bertemu.,41,Novel Kerrong Ka Omba
1008.0,Kassa' mangkat ponl Ta'usa abali pole.,Cepat berangkat! Tidak usah kembali lagi.,41,Novel Kerrong Ka Omba
1009.0,Dina ta' usa mole sakale.,Sudah tidak usah pulang sama sekali.,41,Novel Kerrong Ka Omba
1010.0,Jaga kalakowanna e ka'dhissa'.,Jaga pekerjaan di sana.,41,Novel Kerrong Ka Omba
1011.0,Polana kaula pon towa napa.,Karena saya sudah tua.,42,Novel Kerrong Ka Omba
1012.0,Sampeyan laju ta'aeber.,Kamu langsung tidak bergairah.,42,Novel Kerrong Ka Omba
1013.0,Lakone canggana listrik garo.,Lakukan saja tiang listrik itu.,42,Novel Kerrong Ka Omba
1014.0,Tamen san kassanagi.,Tanam saja biar cepat.,42,Novel Kerrong Ka Omba
1015.0,Malle bannya'se perak.,Biar banyak yang beruntung.,42,Novel Kerrong Ka Omba
1016.0,Se e dhiya edina.,Yang di sini sudah.,42,Novel Kerrong Ka Omba
1017.0,Aeng mata binena ta' ekarassa nyapcabba.,Air mata istrinya tidak terasa menyirami.,42,Novel Kerrong Ka Omba
1018.0,Agalibir e pepena.,Mengalir di pipinya.,42,Novel Kerrong Ka Omba
1019.0,Asergut kadibi'an dhalem karammeyan monyena cekcek se ngarecak e sabban malem.,Menangis sendirian dalam ramainya bunyi cicak yang berbunyi di setiap malam.,42,Novel Kerrong Ka Omba
1020.0,Dhalem parjalanan abali ka kalakowanna.,Dalam perjalanan kembali ke pekerjaannya.,42,Novel Kerrong Ka Omba
1021.0,Masang canggana listrik.,Memasang tiang listrik.,42,Novel Kerrong Ka Omba
1022.0,Etamen ka dhalem tana.,Ditanam ke dalam tanah.,42,Novel Kerrong Ka Omba
1023.0,Sopaja koko.,Supaya kuat.,42,Novel Kerrong Ka Omba
1024.0,Ta'gampang etaja' otaba ecabut.,Tidak gampang roboh atau dicabut.,42,Novel Kerrong Ka Omba
1025.0,Malle ta' gampang ckebbat angen se biyasana agules.,Biar tidak gampang dihempas angin yang biasanya berputar.,42,Novel Kerrong Ka Omba
1026.0,"Marobbuwan dha' ka-bungka'an, tamaso' canggana listrik se ekagabay dhari betton garowa.","Merobohkan ke pohon-pohon, termasuk tiang listrik yang terbuat dari beton itu.",42,Novel Kerrong Ka Omba
1027.0,"Reng-oreng padha perak polana sapolo kampong ganeko bakal tera', bakal gampang kajembaran ekarassa.","Orang-orang sama-sama beruntung karena sepuluh kampung itu akan terang, akan gampang kebahagiaan dirasakan.",42,Novel Kerrong Ka Omba
1028.0,"E attas aba'na ma' sampan, ker-pekkeran, buruwanna aba'na ta' aberri' kasennengngan, se biyasana majembaran.","Di atas dirinya, seperti sampan, pikiran, barusan dia tidak memberi kesenangan, yang biasanya membuat kebahagiaan.",42,Novel Kerrong Ka Omba
1029.0,Akaton buru sanonto aba'na ta' andhi' ora' parana.,Kelihatan baru sekarang dia tidak punya nafsu.,42,Novel Kerrong Ka Omba
1030.0,Akaton letoy.,Kelihatan lemas.,42,Novel Kerrong Ka Omba
1031.0,Ora'-ora' elang ebakto ganeko.,Nafsu-nafsu hilang di waktu itu.,42,Novel Kerrong Ka Omba
1032.0,Tor tadha' pangaterro.,Dan tidak ada kemauan.,42,Novel Kerrong Ka Omba
1033.0,Ora'-ora' akaton ekelnyot angen.,Nafsu-nafsu kelihatan disedot angin.,42,Novel Kerrong Ka Omba
1034.0,Angen se nyaleyot dhari paddu bara' dhajana romana.,Angin yang menyelinap dari bagian barat laut rumahnya.,42,Novel Kerrong Ka Omba
1035.0,Angen aenter e taneyanna.,Angin berputar di halamannya.,42,Novel Kerrong Ka Omba
1036.0,Se abiluk dha' lao' pas nojju dha' temor lao'.,Yang membelok ke selatan lalu menuju ke tenggara.,42,Novel Kerrong Ka Omba
1037.0,"Dhalem parjalanan ganeko, terro aba'na se atanya'a ka reng-oreng, tape tako' sala, tako' daddi caca.","Dalam perjalanan itu, dia ingin bertanya pada orang-orang, tapi takut salah, takut menjadi bahan omongan.",42,Novel Kerrong Ka Omba
1038.0,"Karana e gadiya e attas parao, se tantona angen bakal agiba caca-basa, parembagan tor sa-basa, saengga basa-basa bakal talambas abareng angen.","Karena di gubuk di atas perahu, yang tentu angin akan membawa omongan-omongan, percakapan dan kata-kata, sehingga kata-kata akan terlewat bersama angin.",42,Novel Kerrong Ka Omba
1039.0,"Basa-basa se pon alonca' dhari bibirra, bakal daddi parembagan sa sagara.","Kata-kata yang sudah meloncat dari bibirnya, akan menjadi percakapan se-lautan.",42,Novel Kerrong Ka Omba
1040.0,"Basa-basa gapaneka bakal esambi oreng majang, oreng nyolo, oreng ngarakat, otaba daddi kakanna juko' kalamon adha-kandha masàla kaparlowan kaodhi'an.","Kata-kata itu akan diambil oleh orang menjaring, orang menyuluh, orang menebar jala, atau menjadi makanan ikan kalau berbicara masalah kebutuhan hidup.",42,Novel Kerrong Ka Omba
1041.0,"Aba'na gunna nyomet roko', aroko' e attas sampan, ngoylangngoyan jag-gujagan.","Dia hanya menyalakan rokok, merokok di atas sampan, mengayun-ayunkan pikiran.",42,Novel Kerrong Ka Omba
1042.0,"Lalake' ganeko rekong kalamon kodu adina bine se pon abit ngancae aba'na, se pon arabat kajembaran rassa.","Laki-laki itu teringat kalau harus meninggalkan istri yang sudah lama menemaninya, yang sudah merawat kebahagiaan rasa.",43,Novel Kerrong Ka Omba
1043.0,"Se pon biyasa ngerrek eccaban mera e kole'na, se pon biyasa ngosot angen se maso' ka dhalem aba'na, se pon biyasa macellep badan bila aba'na kapanasan.","Yang sudah biasa meneteskan air merah di kulitnya, yang sudah biasa mengusap angin yang masuk ke dalam tubuhnya, yang sudah biasa mendinginkan badan bila dia kepanasan.",43,Novel Kerrong Ka Omba
1044.0,Se pon biyasa maanga' badan dhalem kacellebban.,Yang sudah biasa menghangatkan badan dalam kedinginan.,43,Novel Kerrong Ka Omba
1045.0,Rassa gancko agules dhalem dhadhana.,Rasa itu berputar dalam dadanya.,43,Novel Kerrong Ka Omba
1046.0,Kaceba badha.,Sakit ada.,43,Novel Kerrong Ka Omba
1047.0,Sanajjan oban pon molae nyenna.,Meskipun uban sudah mulai berbunga.,43,Novel Kerrong Ka Omba
1048.0,Rassa kaceba tor kasta akaton gi' daddi coba.,Rasa sedih dan sakit kelihatan masih menjadi cobaan.,43,Novel Kerrong Ka Omba
1049.0,Aba'-ngalemba' dhalem pekkeran.,Berayun-ayun dalam pikiran.,43,Novel Kerrong Ka Omba
1050.0,Sanonto pajat bakal atemmowa kalaban se ngodha.,Sekarang memang akan bertemu dengan yang muda.,43,Novel Kerrong Ka Omba
1051.0,Pajat ngodha.,Memang muda.,43,Novel Kerrong Ka Omba
1052.0,E dhimma arabat gi' ajar tor salaenna.,Di mana merawat masih belajar dan lainnya.,43,Novel Kerrong Ka Omba
1053.0,"Pajat ngodha,tape banne ngodha accem.","Memang muda, tapi bukan muda asam.",43,Novel Kerrong Ka Omba
1054.0,Mon ngodha.,Kalau muda.,43,Novel Kerrong Ka Omba
1055.0,Ora'-ora' gi'tanyeng.,Nafsu-nafsu masih tajam.,43,Novel Kerrong Ka Omba
1056.0,Saenggana ora'-ora'na narajang.,Sehingga nafsu-nafsunya menerjang.,43,Novel Kerrong Ka Omba
1057.0,Binena pon ngamba' e labbuwan.,Istrinya sudah mengambang di labuhan.,43,Novel Kerrong Ka Omba
1058.0,Agiba kajembaran.,Membawa kebahagiaan.,43,Novel Kerrong Ka Omba
1059.0,Padha sem-mesem.,Sama-sama tersenyum.,43,Novel Kerrong Ka Omba
1060.0,Kaperagan se tong-kattong dhari mo-wana bang-sebang.,Kesenangan yang bermacam-macam dari wajahnya masing-masing.,43,Novel Kerrong Ka Omba
1061.0,Se kadhuwa nojju dha' romana.,Keduanya menuju ke rumahnya.,43,Novel Kerrong Ka Omba
1062.0,Lakena ngaso.,Laki-lakinya istirahat.,43,Novel Kerrong Ka Omba
1063.0,Binena agabay nom-enoman se pajat kalonta e gadhiya kaangguy ngodhi'i ora' sopaja sajan narajang.,Istrinya membuat minuman yang memang terkenal di gubuk itu untuk menghidupkan nafsu supaya makin menerjang.,43,Novel Kerrong Ka Omba
1064.0,Sopaja ta'lemmes bila masanga canggana listrik.,Supaya tidak lemas bila memasang tiang listrik.,43,Novel Kerrong Ka Omba
1065.0,Sopaja sapolo ganeko lekkas tera' tor jembar.,Supaya sepulau itu cepat terang dan bahagia.,43,Novel Kerrong Ka Omba
1066.0,Oreng-oreng aromasa ce' peragga karana kadhatengngan oreng se bajeng alako.,Orang-orang merasa sangat beruntung karena kedatangan orang yang rajin bekerja.,43,Novel Kerrong Ka Omba
1067.0,Se dujan dha'kalakowan.,Yang suka pada pekerjaan.,43,Novel Kerrong Ka Omba
1068.0,Ampo onggu mon dha' kalakowan.,Berani sekali kalau pada pekerjaan.,43,Novel Kerrong Ka Omba
1069.0,"Biyasana, bila ekoca' oreng attas neko rangrang se neggu'an barang-barang, tape, lalake' ganeko aromasa ta' todhus kaangguy ngalakone, ta' gunna daddi oreng attas se menta powan, otaba menta parse papowanan.","Biasanya, bila dibilang orang atas itu jarang yang memegang barang-barang, tapi, laki-laki itu merasa tidak malu untuk melakukan, tidak hanya menjadi orang atas yang meminta upah, atau meminta bagi hasil.",43,Novel Kerrong Ka Omba
1070.0,"Lalake' ganeko, salaen namen canggana listrik, jugan nabur petolong.","Laki-laki itu, selain menanam tiang listrik, juga menabur pertolongan.",43,Novel Kerrong Ka Omba
1071.0,Se rangrang egiba orang laen.,Yang jarang dibawa orang lain.,43,Novel Kerrong Ka Omba
1072.0,Lalake'ganeko akaton asangaja tor abalangaja mateppa'a polo ganeko.,Laki-laki itu kelihatan sengaja dan memberanikan diri memperbaiki pulau itu.,43,Novel Kerrong Ka Omba
1073.0,"E gadhiya, lalake' ganeko jugan gasek abern'pangaonengan, tamaso' kasehadan se kodu ejaga kalaban teppa', kodu ajamo.","Di gubuk itu, laki-laki itu juga cepat memberi pengetahuan, termasuk kesehatan yang harus dijaga dengan tepat, harus minum jamu.",43,Novel Kerrong Ka Omba
1074.0,"Kalaban ngakan nase' jagung, juko' kope' kerreng, gangan maronggi, tor laenna.","Dengan makan nasi jagung, ikan kopek kering, sayur kelor, dan lainnya.",44,Novel Kerrong Ka Omba
1075.0,"Bila pon para' sabulan, baktona lalake' ganeko abali ka se towa.","Bila sudah hampir sebulan, waktunya laki-laki itu kembali ke yang tua.",44,Novel Kerrong Ka Omba
1076.0,"Dhalem parjanalan mole ganeko, aba'na gi'atanya.","Dalam perjalanan pulang itu, dia masih bertanya.",44,Novel Kerrong Ka Omba
1077.0,"Dhalem kamoleyan ganeko, aba'na paggun agandhu' peta-nya.","Dalam kepulangan itu, dia tetap mengandung pertanyaan.",44,Novel Kerrong Ka Omba
1078.0,Settong petanya se ater-enter dhalem pekkeranna.,Satu pertanyaan yang berputar-putar dalam pikirannya.,44,Novel Kerrong Ka Omba
1079.0,Agumbek antara pekkeran akkal ban atena.,Bertengkar antara pikiran akal dan hatinya.,44,Novel Kerrong Ka Omba
1080.0,Ba' bisa'a aba'na aberri' kajembaran rassana se sakoduna dha'se pangorbi?,Bagaimana bisa dia memberi kebahagiaan rasanya yang seharusnya pada yang memelihara?,44,Novel Kerrong Ka Omba
1081.0,Bakal daddiya nape kalamon ta' bisa pole.,Akan menjadi apa kalau tidak bisa lagi.,44,Novel Kerrong Ka Omba
1082.0,Angen nape se asababagi aba' neko ta' samporna.,Angin apa yang menyebabkan dia ini tidak sempurna.,44,Novel Kerrong Ka Omba
1083.0,"Kaestowan neko ta'kengeng talanyo', sanajjan ta' bisa epongkere, rassa neko pon molae lengser.","Kesetiaan itu tidak boleh terlalu lama, meskipun tidak bisa dipungkiri, rasa itu sudah mulai bergeser.",44,Novel Kerrong Ka Omba
1084.0,Sapa ta' terrowa ngobuwa lebbi dhari biyasana.,Siapa yang tidak ingin memelihara lebih dari biasanya.,44,Novel Kerrong Ka Omba
1085.0,"Tape ta' rantana parembagan, bakal asababbagi bancangnga kajembaran se pon eobu molae gi'lamba'.","Tapi tidak ratanya percakapan, akan menyebabkan pertengkaran kebahagiaan yang sudah dipelihara mulai dari dulu.",44,Novel Kerrong Ka Omba
1086.0,Sampeyan gi' sempat se palemana dha' ka'ento?,Kamu masih sempat pulang ke sana?,44,Novel Kerrong Ka Omba
1087.0,Kaula gi' ekaparlo?,Saya masih diperlukan?,44,Novel Kerrong Ka Omba
1088.0,"sowara binena se towa, kalowar dhari dhalem dhadha antara kacaremmeddan tor kaposangan se ngalengsang.","suara istrinya yang tua, keluar dari dalam dada antara kekesalan dan keputusasaan yang merana.",44,Novel Kerrong Ka Omba
1089.0,"Pajat oneng, kaula pon towa, tadha' ora'na.","Memang tahu, saya sudah tua, tidak ada nafsunya.",44,Novel Kerrong Ka Omba
1090.0,Pon mekkar.,Sudah mekar.,44,Novel Kerrong Ka Omba
1091.0,"Enten ta' mekkar, Su.","Tunggu, tidak mekar, Su.",44,Novel Kerrong Ka Omba
1092.0,"Napena se mekkar, Su?","Apa yang mekar, Su?",44,Novel Kerrong Ka Omba
1093.0,Sampeyan.,Kamu.,44,Novel Kerrong Ka Omba
1094.0,"kaula oneng, sampeyan ampon manggi babine' laen.","Saya tahu, kamu sudah menemukan perempuan lain.",44,Novel Kerrong Ka Omba
1095.0,Se super!,Yang super!,44,Novel Kerrong Ka Omba
1096.0,Bila manggi se ngodha.,Bila menemukan yang muda.,44,Novel Kerrong Ka Omba
1097.0,Enggi ta' kera terro pole dha' binena se pon mekkar.,Ya tidak akan mau lagi ke istrinya yang sudah mekar.,44,Novel Kerrong Ka Omba
1098.0,Mon ngodha neka pajat mantep.,Kalau muda ini memang mantap.,44,Novel Kerrong Ka Omba
1099.0,Dika nape se ekacolo'?,Kamu apa yang dicocol?,44,Novel Kerrong Ka Omba
1100.0,Mekkar onggu dika!,Mekar sungguh kamu!,44,Novel Kerrong Ka Omba
1101.0,Enggi pajat!,Iya memang!,44,Novel Kerrong Ka Omba
1102.0,Sampeyan ampon loppa kadinapa carana odhi'.,Kamu sudah lupa bagaimana caranya hidup.,44,Novel Kerrong Ka Omba
1103.0,"molae gi' lamba', abalangaja kadhuwa'an, tape samangken sampeyan ngala' nyamanna dibi', polana kalakowan pon nyaman, ta' enga' lamba' se para' mateya ngek-serngegan","Mulai dari dulu, memberanikan diri berdua, tapi sekarang kamu mengambil enaknya sendiri, karena pekerjaan sudah enak, tidak ingat dulu yang hampir mati kepanasan.",44,Novel Kerrong Ka Omba
1104.0,bakto ganeko kadhuwana padha saleng ngobir katamburuwanna.,Waktu itu keduanya sama-sama saling mengejar kecemburuan.,45,Novel Kerrong Ka Omba
1105.0,Ta' enga' ka na'potona se pon padha towa?,Tidak ingat ke anak cucu yang sudah pada dewasa?,45,Novel Kerrong Ka Omba
1106.0,"Ta' todhus napa, sampeyan ekoca' oreng towa, se bakal etero na'potona?","Tidak malu ya, kamu disebut orang tua, yang akan ditiru anak cucunya?",45,Novel Kerrong Ka Omba
1107.0,"Bila samangken, gunna ngala' nyamanna dibi'.","Bila sekarang, hanya mengambil enaknya sendiri.",45,Novel Kerrong Ka Omba
1108.0,Bila nemmo se mantep.,Bila menemukan yang mantap.,45,Novel Kerrong Ka Omba
1109.0,Laju loppae ka se kona.,Lalu lupa ke yang dulu.,45,Novel Kerrong Ka Omba
1110.0,Aeng matana ngaremmes e pepena.,Air matanya menetes di pipinya.,45,Novel Kerrong Ka Omba
1111.0,Malem Juma'at kalebun.,Malam Jumat kliwon.,45,Novel Kerrong Ka Omba
1112.0,Babine' ganeko paggun olo dhaja kadibi'an.,Perempuan itu tetap di utara sendirian.,45,Novel Kerrong Ka Omba
1113.0,"Ajaga damar calopagan, malle ta' mate ekebbat angen santa' se ot-nyaleyot kassanagi.","Menjaga lampu minyak, biar tidak mati dihempas angin kencang yang berputar-putar dengan cepat.",45,Novel Kerrong Ka Omba
1114.0,"Agules bungka'an, dhaunan.","Berputar pohon-pohonan, dedaunan.",45,Novel Kerrong Ka Omba
1115.0,Atang-balintang Komancer sajan celo'.,Bertebaran. Cahaya makin meredup.,45,Novel Kerrong Ka Omba
1116.0,Accem pekker celo'na.,Asam pikirnya meredup.,45,Novel Kerrong Ka Omba
1117.0,"Kalaban serrona, se pangara ekoca'agina dha' ana' bine'na.","Dengan suara serak, yang rencananya akan dikatakan pada anak perempuannya.",45,Novel Kerrong Ka Omba
1118.0,"Bing, sanajjan aba' reya babine' se biyasana gunna ekamaen oreng lake', babine' reya andhi' tanang keya, se bisa mamate damar kaodhi'an, maske ecellettagi ka dhalem somberra kaodhi'an, kaodhi'an reya bakal mate.","Nak, meskipun saya ini perempuan yang biasanya hanya dipermainkan laki-laki, perempuan ini punya tangan juga, yang bisa mematikan lampu kehidupan, meskipun diletakkan ke dalam sumber kehidupan, kehidupan ini akan mati.",45,Novel Kerrong Ka Omba
1119.0,"Se mate, ebalik.","Yang mati, dibalik.",45,Novel Kerrong Ka Omba
1120.0,"Kalaban eteggu' tanang se alos reya bakal jaga, bakal odhi'.","Dengan dipegang tangan yang halus ini akan menjaga, akan hidup.",45,Novel Kerrong Ka Omba
1121.0,Sanajjan gunna ramo'.,Meskipun hanya rumput.,45,Novel Kerrong Ka Omba
1122.0,Cebbing ganeko akaca dhalem ngarecagga cekcek ban rengnge'.,Si bungsu itu berbicara dalam bunyi cicak dan nyamuk.,45,Novel Kerrong Ka Omba
1123.0,Ngabas dhalem kaca.,Melihat dalam cermin.,45,Novel Kerrong Ka Omba
1124.0,Kajembaran-kajembaran molae abinar dhalem kacana.,Kebahagiaan-kebahagiaan mulai bersinar dalam cermin.,45,Novel Kerrong Ka Omba
1125.0,"Dhalem kaca jugan etengale,settong oreng bine' ngalengsang, edhimma kaceleban pon daddi omba', agaluy dhalem dhadhana.","Dalam cermin juga terlihat, satu perempuan merana, di mana kedinginan sudah menjadi ombak, mengalir dalam dadanya.",45,Novel Kerrong Ka Omba
1126.0,Kaceremmeddan daddi parao se ta' nanto ara.,Kekesalan menjadi perahu yang tidak tentu arah.,45,Novel Kerrong Ka Omba
1127.0,Kakapper se Ajenter.,Kupu-kupu yang Berpencar,47,Novel Kerrong Ka Omba
,"KAKAPPER ganeko arassa ce' kerrongnga nengga' ka kembang-kembang se ana-barna, mera, pote, mera ngodha, ban barna-barna se laen.","Kupu-kupu itu merasa sangat rindu menempel ke bunga-bunga yang bermacam-macam warnanya, merah, putih, merah muda, dan warna-warna lainnya.",,
1128.0,Kerrong nengga' ka ca'-ranca' kene'.,Rindu menempel ke ranting-ranting kecil.,47,Novel Kerrong Ka Omba
1129.0,Kerrong atong-galattong e ca'-ranca'.,Rindu bergelantungan di ranting-ranting.,47,Novel Kerrong Ka Omba
1130.0,Kerrong ka bau-bauna berrem.,Rindu ke bau-baunya pepaya.,47,Novel Kerrong Ka Omba
1131.0,Kerrong dha' om-ro'om ma pao se gaggar gi' laggu.,Rindu ke bau-bau mangga yang jatuh masih pagi.,47,Novel Kerrong Ka Omba
1132.0,Ban kerrong dha'ro'omma dhausnan se gi' possa' kalaban ebbunna.,Dan rindu ke baunya daun-daun yang masih penuh dengan embun.,47,Novel Kerrong Ka Omba
1133.0,Arassa ngamorneng dhalem pangabasanna.,Merasa bersinar dalam pandangannya.,47,Novel Kerrong Ka Omba
1134.0,Sanonto pera' katon jang-bajangan ajer-kej jerran.,Sekarang hanya terlihat bayangan yang bergetar.,47,Novel Kerrong Ka Omba
1135.0,Padhana aeng se bak-ngalembak dha-lem pangabasanna.,Seperti air yang bergelombang dalam pandangannya.,47,Novel Kerrong Ka Omba
1136.0,Sanonto pon ta' nemmo nyapcabba aeng dhari dhaun-dhaun.,Sekarang sudah tidak menemukan tetesan air dari daun-daun.,47,Novel Kerrong Ka Omba
1137.0,Pon ta' bu'-rembu'an aeng ebbun se bakal nyapcap gaggar ka tana.,Sudah tidak berjatuhan air embun yang akan menetes jatuh ke tanah.,47,Novel Kerrong Ka Omba
1138.0,Kakapper ganeko tacengnga' nengngale dhaun koneng dhalem kebbungan aeng ojan se derres sabban arena.,Kupu-kupu itu terkejut melihat daun kuning dalam genangan air hujan yang deras setiap harinya.,47,Novel Kerrong Ka Omba
1140.0,"Dhalem pekkerra, dhaun ganeko koduna gapo, ngamennyor, ban ta' ngas-marangas karana kakorangan aeng.","Dalam pikirnya, daun itu seharusnya besar, berkerut, dan tidak layu karena kekurangan air.",48,Novel Kerrong Ka Omba
