score,content,sentimen
5,oke,bukan keluhan
5,Perry goodddddd,bukan keluhan
5,sangat aktiv untuk di mainkan,bukan keluhan
5,Menarik Gamenya Walaupun Agak Sedikit Emosi kalau ketemu dark system,bukan keluhan
5,seru banget,bukan keluhan
5,mantab,bukan keluhan
5,gamenya bagus walaupun kikir,bukan keluhan
5,mantap,bukan keluhan
5,gem ini sang at seru,bukan keluhan
5,game yang bermanfaat,bukan keluhan
5,kalo yang pemula mending gausah main,bukan keluhan
5,game yg sangat bagus,bukan keluhan
5,apk yg sangat bagus sekali,bukan keluhan
5,bagus,bukan keluhan
5,sangat bagus,bukan keluhan
5,"game bagus ko,saran buat player ml yg jago jngan main solo rugiii. nanti ngatain game nya gjls padahal Lo nya yg gjls gk becus maen wk",bukan keluhan
5,bagus,bukan keluhan
5,MANTAP,bukan keluhan
5,aku kasih 5 bintang game favorite ku is you beautiful 🤩👌,bukan keluhan
5,game ini sangat bagus game ini talah manjadi game favorit saya dan menarik,bukan keluhan
5,saya suka gem ini dan juga menjadi hiburan saya tapi saya ada keluhan saya suka kalah terus di gem ini,bukan keluhan
5,"sangatt sangat bagus, cuma kurangin aja bug nyaa",bukan keluhan
5,main nya seru sekali dan juga menentang !!! kadang koleb sama anime,bukan keluhan
5,gelooooooo bro,bukan keluhan
5,saya suka game ini,bukan keluhan
5,game ini menjadi semakin bagus grafik dll !,bukan keluhan
5,prikitiw😹,bukan keluhan
5,sangat puas game nya,bukan keluhan
5,mantab game yg bikin ga stress,bukan keluhan
5,bagus,bukan keluhan
5,Bagus,bukan keluhan
5,game nya sangat ramah😍😍,bukan keluhan
5,bagus,bukan keluhan
5,game ini sangat bagus tapi sayang sekali honor of king meniru game ini tapi lebih bagus game ini loh tapi coba aja ketikan yang tidak sopan tidak bisa terkirim pasti seru,bukan keluhan
5,keren,bukan keluhan
5,sanget seru untuk mengisi waktu luang,bukan keluhan
5,mantap,bukan keluhan
5,ok,bukan keluhan
5,manyenangkan,bukan keluhan
5,game ramah,bukan keluhan
5,𝘱𝘦𝘳𝘮𝘢𝘪𝘯𝘢𝘯 𝘣𝘢𝘨𝘶𝘴 𝘤𝘰𝘬𝘬 𝘵𝘢𝘱𝘪 𝘥𝘦𝘳𝘢𝘬 𝘴𝘪𝘴𝘪𝘵𝘦𝘮 𝘥𝘰𝘢𝘯𝘨 𝘬𝘢𝘺𝘢 ******,bukan keluhan
5,game yang bagus👍,bukan keluhan
5,game mantap stres dikit 🗿,bukan keluhan
5,saya memberikan bintang 5 karena game nyaaa sangat banguuu,bukan keluhan
5,gak ro,bukan keluhan
5,wow,bukan keluhan
5,ini game seru dan asik,bukan keluhan
5,game nya seru,bukan keluhan
5,mantap,bukan keluhan
5,good,bukan keluhan
5,saya senang ada game ini karena ketika aku galau terus main mlbb rasa galauku sedikit terasa terobati😁,bukan keluhan
5,gem nya sangat bagus.tidak mombosan kan.dan jugak grafik nya bagus.gak ada kurang nya si menurut saya,bukan keluhan
5,udah hampir berapa tahun ya? hahaha,bukan keluhan
5,bagusa,bukan keluhan
5,good,bukan keluhan
5,game hiburan yg paling mantep,bukan keluhan
5,bagus,bukan keluhan
5,Saya menyukainya,bukan keluhan
5,game ini sangat seru!!!,bukan keluhan
5,makin di update makin bagus mantap,bukan keluhan
5,game nya bagus tapi ada drak sistem 🤣🤣,bukan keluhan
5,bagus,bukan keluhan
5,ml nyelelek,bukan keluhan
5,karena game ini saya sangat senang sekali,bukan keluhan
5,saya menyukai permainan game ml ini saya pertama kali melihat animasi keren dan ini lebih banyak item yang dicam dan saya mau diamond gratis diberikan monton dan salam terimakasih,bukan keluhan
5,good geme ketemu drak sistem Mulu poke,bukan keluhan
5,seru banget game mlbb ini,bukan keluhan
5,mantap,bukan keluhan
5,"saya kasih bintang 5 biar kalian baca,game gausah semakin berat ,karena semakin lag dipermainan,kalian jangan cuma memikirkan keuntungan terus menerus",bukan keluhan
5,akun udah diamankan 100% malah tetep hilang 😔,bukan keluhan
5,game ini seru banget,bukan keluhan
5,bagus,bukan keluhan
5,sangat menyenangkan,bukan keluhan
5,seru dan bagus cuma banyak yg trol/bikin kesel,bukan keluhan
5,moonton jgn lah tarik skin kagura anual sm lesley gila lu angela jg di mahalin berkali' lipat lu kikir amat dah skrg,bukan keluhan
5,di perbaiki system nya moonton jangan asal,bukan keluhan
5,bagus seru sekali,bukan keluhan
5,bagus omaga,bukan keluhan
5,good game,bukan keluhan
5,game ini luar biasa,bukan keluhan
5,Sanga bagus,bukan keluhan
5,layak diapresiasi,bukan keluhan
5,game nya bagus bangett,bukan keluhan
5,jaringan sering lengket kalo buat war. menang 1 x kalah nya berturut2,bukan keluhan
5,"diamond gw hilang. padahal gak gw pakai apa""",bukan keluhan
5,mantap,bukan keluhan
5,bagus,bukan keluhan
5,gme nya bagus banget,bukan keluhan
5,kurangi dark sistem tod,bukan keluhan
5,seru,bukan keluhan
5,bagus,bukan keluhan
5,GAME INI SERUUUUUU BANGET BISA MAbar bisa pokoknya serudah aku serius nya sama uranus graficnya mantap MANTAP BANG BANG SAMA MOOTON!!!!!🥳🥳🥳🥳,bukan keluhan
5,game nya six keren hd mabarrr,bukan keluhan
5,bagus sekali gamenya,bukan keluhan
5,mantap games nya we,bukan keluhan
5,Hero nya ada yang ganteng dan cantik,bukan keluhan
5,MLBB adalah game yang membuat dirimu dapat bahagia dan juga akan mendapatkan banyak teman,bukan keluhan
5,Mantap,bukan keluhan
5,makasih moonton udh resale Kagura Rainy Walk,bukan keluhan
5,game yang menarik tapi tolong jangan naik turun bintang,bukan keluhan
5,grapik ny krennnn,bukan keluhan
5,bagus,bukan keluhan
5,wajib main game nya bagus banget grafik nya,bukan keluhan
5,sangat bagus kasih saya skin angela yaa,bukan keluhan
5,game paling ramah,bukan keluhan
5,game terbaguss😘,bukan keluhan
5,is good,bukan keluhan
5,Mantap pokonya no komen,bukan keluhan
5,Heh Moonton lu bisa g sih kalo ngasih tim tuh yang bener gitu walaupun udah ada fitur pemilihan role tetep ada aja orang g bisa pake role itu alias poke tolol jadinya moonton ayolah bikin game nya kaya hok seperti misalnya kalo ada tim yang kalah tapi salah satu dari Player tersebut jago/gendong gendong itu tetep naik bintang g ngurang kecuali kalo orangnya udah kalah dan dia g berkontribusi apa apa baru lah rank/poinnya turun gitu lah saran dari gw ini gw g kasih bintang 1 karna agar comend,bukan keluhan
5,game nya mudah di mengerti dan grafik nya bgaus,bukan keluhan
5,bagus,bukan keluhan
5,game ml seseru itu yaaa,bukan keluhan
5,mantap,bukan keluhan
5,seru bang moon ton,bukan keluhan
5,gamenya bagus,bukan keluhan
5,perfect,bukan keluhan
5,game ini sangat bagus,bukan keluhan
5,bagus banget dan keren tidak mungkin aku tidak bermain mobile legend bang bang ..........................................................................,bukan keluhan
5,"kok gak bisaa ubah efek lagi si,banyak perubahan yang bikin gw males main dn ingin di hapus game ini, di kasih bintang 5 biar teratas",bukan keluhan
5,"sekarang keren gamenya tapi saran aja kalau misalnya di tim yang kalah lebih baik yang mvp jangan dikasih turun bintang supaya semua Player berlomba-lomba bisa menikmati dan bermain lebih baik lagi, karena banyak yang depresi sekarang ketemu tim dark sistem semua",bukan keluhan
5,sangat menyenangkan,bukan keluhan
5,keren bgt,bukan keluhan
5,sangat bagus gamenya,bukan keluhan
5,Tolong kasih gw jungle lah montoon gw bosan roam dan kasih tim yang bener lah masa di troll mulu musuhnya jago kayak mantan pro player si,bukan keluhan
5,bagus bnget,bukan keluhan
5,kerem,bukan keluhan
5,kerennn,bukan keluhan
5,game nya bagus bangat bisa kh monton kasih gw skin SAINT SEIYA pliss🙏🏻😁,bukan keluhan
5,game MOBA terbagussss,bukan keluhan
5,game yang sangat seru bisa mengasah pikiran dan kemampuan,bukan keluhan
5,ml(hobiku) goldland (posisiku) tugasku(menangin gold bukan hati,bukan keluhan
5,game ini sangat seru,bukan keluhan
5,good,bukan keluhan
5,gameny bagus grafiknya jg baguss,bukan keluhan
5,good,bukan keluhan
5,kasih menang dong montton hehe,bukan keluhan
5,game nya seru tapi kadang2 bikin stresss👁👄👁,bukan keluhan
5,😁😁,bukan keluhan
5,"game yang sangat ramah, playernya ramah² dan asik",bukan keluhan
5,mantap singkat padat jelas -_-,bukan keluhan
5,seruuu,bukan keluhan
5,rame bgttttttt,bukan keluhan
5,gema nya seru dan menyenangkan,bukan keluhan
5,game nya seru grafiknya bagus saya beri bintang lima,bukan keluhan
5,gamenya bagus banyak event menarik,bukan keluhan
5,game mobileb legends ini sangat worit tapi harus gede ram hapenya,bukan keluhan
5,"bagos, wajib dowload",bukan keluhan
5,menyenangkan,bukan keluhan
5,"saya sangat menyukai MLBB, karena sangat menyenangkan sekali",bukan keluhan
5,bagus sekali,bukan keluhan
5,"mantap cuman kurang kurangin lah kalo mau ngasih team,kalo bisa sesuai gameplay kita",bukan keluhan
5,"setelah Berkolaborasi dgn Narita sangat banyak bug, contohnya saya bermain duo dan tim saya orang luar negara( beda server)",bukan keluhan
5,game seru,bukan keluhan
5,sangatt² menarikk,bukan keluhan
5,seru banget omaga,bukan keluhan
5,Bagusss sekali game ini,bukan keluhan
5,oi ramaikan ini game,bukan keluhan
5,seru,bukan keluhan
5,lumayan enak banget game nya tapi sering ngeleg mulu,bukan keluhan
5,bagus game nya tapi seting punya tim beban,bukan keluhan
5,Game yang bagus banget,bukan keluhan
5,geme nya cukup bagus terus rada rada ngeleg dikit ya ☺️,bukan keluhan
5,bagus,bukan keluhan
5,Game nya bagus juga bisa offline geme ml bagus banget! 👍👍,bukan keluhan
5,mantap kali,bukan keluhan
5,seru seru,bukan keluhan
5,game yang sangat seru,bukan keluhan
5,game nya seru,bukan keluhan
5,game nya seru,bukan keluhan
5,hemm ini seru,bukan keluhan
5,rispek,bukan keluhan
5,bagus,bukan keluhan
5,keren,bukan keluhan
5,game bagus,bukan keluhan
5,keren banget gamenya,bukan keluhan
5,sangat bagus,bukan keluhan
5,good game,bukan keluhan
5,mantap,bukan keluhan
5,bagus banget,bukan keluhan
5,game bagus banyak event.tapi ini matcmaking nya rusak.tiap saya main banyak kalah dari padam menangnya.dikasih tim rank rendah terus gak bisa main.dikasih lawan mantan IMO glory honor udah pada tau main.susah buat menang.lau kalah tiap main.dikasih tim indiot,bukan keluhan
5,game ini sangat bagus saya sangat menyukai game ini saya harap saya bisa menang terus agar pangkat saya bisa naik,bukan keluhan
5,sangat bagus,bukan keluhan
5,game ini sangat bagus,bukan keluhan
5,game sejagat raya,bukan keluhan
5,mantap montoon tapi kapan skin arlot colector rilis,bukan keluhan
5,bagus,bukan keluhan
5,aku sangat bayak,bukan keluhan
5,mantap,bukan keluhan
5,asik,bukan keluhan
5,mantap,bukan keluhan
5,top,bukan keluhan
5,bagus dan sangat menarik,bukan keluhan
5,suka bgtt,bukan keluhan
5,sangat bagus,bukan keluhan
5,smoga kedepan nya banyak skin gratis dan event menarik,bukan keluhan
5,enak musuhnya derk sistem,bukan keluhan
5,game sangat amat mantap saya dari 2017 main ml gak bosen tuh yaa kadang stres liat tim poke sinyal jelek matchmaking lama gak seimbang tapi makasih moonton tolong banyakin skin gratis nya atau saya akan pindah ke game sebelah sekian Terima kasih,bukan keluhan
5,game ya seruuuu bgtt plssss semoga nanti ada skit yang free yaaaa,bukan keluhan
5,gameny sangat seru hingga saya dibawa ke barak,bukan keluhan
5,season ini user roam menangis,bukan keluhan
5,banyak drak sistemmm monntonn,bukan keluhan
5,sangat bagus permainan nya ☺️🤗,bukan keluhan
5,game terbaik lah,bukan keluhan
5,game ini seru aku lostrake 20 kali seru saya kasih bintang 5 <:,bukan keluhan
5,wooooow,bukan keluhan
5,menambah wawasan dan pengalaman,bukan keluhan
5,moonton gj,bukan keluhan
5,"Gak jadi sat, kutarik kata-kata ku bad mood gw tiap hari di buat ni game kalo gak musuhnya jago banget kalo gak ya tim kek anj",bukan keluhan
5,mantap,bukan keluhan
5,bagus dan ramah,bukan keluhan
5,sangat menarik,bukan keluhan
5,game kesukaan gw,bukan keluhan
5,sangat baik,bukan keluhan
5,seruu game nya,bukan keluhan
5,dikasih losestreak lagi gua hapus ini game pindah ke HOK,bukan keluhan
5,gemnya bagus aku suka sangking bagusnya aku sampe kayang walo dark sist3m peduli apa gw gemnya bagus anjay slebew,bukan keluhan
5,menyenangkan,bukan keluhan
5,sering ngelek,bukan keluhan
5,game ini bagus dan saya kasi bintang lima,bukan keluhan
5,sangat bagus,bukan keluhan
5,"game gak jelas gak sesuai lawannya, dibandingkan tim saya tim lawan lebih baik",bukan keluhan
5,"game nya bagus dan menyenangkan, seru pokoknya bintang 5👍👍👍",bukan keluhan
5,game asik,bukan keluhan
5,bagus,bukan keluhan
5,game ramah,bukan keluhan
5,cocok buat hati tersakiti,bukan keluhan
5,terbaik,bukan keluhan
5,bagus dan juga seru untuk di mainkan bersama teman,bukan keluhan
5,bagus,bukan keluhan
5,game seru,bukan keluhan
5,monton tolonglah 1 bintang lagi gw mythic gw udah capek kalah menang terus,bukan keluhan
5,Saya menyukai mlbb,bukan keluhan
5,unik,bukan keluhan
5,apk paling top,bukan keluhan
5,mantap 😚,bukan keluhan
5,bagus,bukan keluhan
5,good,bukan keluhan
5,bagus bgt,bukan keluhan
5,gem ini sangat cocok di main kan oleh siapa pun termasuk anak²,bukan keluhan
5,Game Terbaik,bukan keluhan
5,👍👍👍👍,bukan keluhan
5,game yang sangat seru sekali,bukan keluhan
5,game nya sangat seru,bukan keluhan
5,oke mntap,bukan keluhan
5,gamenya keren,bukan keluhan
5,perbaikin jaringan nya padahal wifi ga ngelag sama sekali buka tiktok ga ngelag tapi sekali nya maen ml lag parahh tolong benerin🙏,bukan keluhan
5,game bagus,bukan keluhan
5,bgus,bukan keluhan
5,game ini sangat apik danseru player ya ramah semua😂 saya suka game ini sekarang monton baik bagi2 sekin epic bagi2 terus ya tong kalou lo bagi sekin legens gratis misiyan mudah gua doqin sehat selalu,bukan keluhan
5,gg tpi banyak drakor sistem,bukan keluhan
5,per mainan yang bagus,bukan keluhan
5,Seruu banget,bukan keluhan
5,rame,bukan keluhan
5,game ya sagat seruuuuuubagusssuuuuuu🤩🤩🤩🤩🤩🤩🤩🤩🤩gggggbhh,bukan keluhan
5,Game keren,bukan keluhan
5,kerenn,bukan keluhan
5,mantapp,bukan keluhan
5,sangat puas.. terpopuler di dunia,bukan keluhan
5,ML gj punya tim dark system trs gmn sih! Lama lama GK ada yang mau main game ini nnti pindah game sebelah aja!,bukan keluhan
5,Keren buat kita syressbjadi stress,bukan keluhan
5,game bagus kurang nya fitur notif pesan dalam game saat tidak login,bukan keluhan
5,keren,bukan keluhan
5,good,bukan keluhan
5,keren,bukan keluhan
5,bagus,bukan keluhan
5,game Luar biasa,bukan keluhan
5,sangatt seruuu:),bukan keluhan
5,game seru banget,bukan keluhan
5,bagusssssss,bukan keluhan
5,ML gemes paling bagus,bukan keluhan
5,terbaik,bukan keluhan
5,game nya bagus skin nya juga mewah apalagi bagi-bagi skin epik gratis makin mantep dah ni game,bukan keluhan
5,bagus,bukan keluhan
5,banyak bug,bukan keluhan
5,jagonya ada di sini boykhan,bukan keluhan
5,keren,bukan keluhan
5,bermain game lebih seru,bukan keluhan
5,bagusss,bukan keluhan
5,menghibur,bukan keluhan
5,sangat memuaskan saya sangat suka dengan game ini,bukan keluhan
5,gamenya bagus banget mantap,bukan keluhan
5,bagus bangettt,bukan keluhan
5,keren banget sihh,bukan keluhan
5,Game yg sangat bagus,bukan keluhan
5,suka banget,bukan keluhan
5,"Saya pakai redmi note 14 4G, dipakai buat main mobile legend sering patah-patah, tolong dong dioptimalkan",bukan keluhan
5,game seru,bukan keluhan
5,tolong lah saya kesulitan banget setiap kali upgret perbaiki lah moonton pliss,bukan keluhan
5,"game ini cocok untuk anak anak,dan saran dari saya mending pake nana gold lane untuk ez win",bukan keluhan
5,game nya seru,bukan keluhan
5,seru,bukan keluhan
5,game nya seru,bukan keluhan
5,mantap,bukan keluhan
5,banyak drk sytm,bukan keluhan
5,saya suka game ini kerena Keren sakali😎😎😎😎😎😎🥺,bukan keluhan
5,lumayan dapet banyak skin gratis,bukan keluhan
5,bagus,bukan keluhan
5,sangat menyenangkan,bukan keluhan
5,mantap,bukan keluhan
5,nice and good game,bukan keluhan
5,keren,bukan keluhan
5,seru,bukan keluhan
5,seru banget btw nama akun ku Ri0n_ramondG,bukan keluhan
5,yang ingin coba game ini cocoknya untuk orang dewasa soalnya ni game tes mental😡😡😡,bukan keluhan
5,game ini bagus tapi ada bikin setres nya juga🗿,bukan keluhan
5,bagus,bukan keluhan
5,lumayan,bukan keluhan
5,good,bukan keluhan
5,seru banget game nya,bukan keluhan
5,saya suka hero bernama Esmeralda 🤝,bukan keluhan
5,sungguh mantap gema bagus grafik bagus semua dah tapi ada yang beban juga,bukan keluhan
5,bagussss gameee yaa,bukan keluhan
5,geam perfeck,bukan keluhan
5,sangat baik dan,bukan keluhan
5,good,bukan keluhan
5,sdah bagus match making nya trimakasih mobile legen,bukan keluhan
5,sangat Bagus,bukan keluhan
5,keren,bukan keluhan
5,gem baguss,bukan keluhan
5,aku sukaaa,bukan keluhan
5,saya menyukai mobile legend karena permainan ini bisa di mainkan secara offline dan juga bisa bermain bersama teman,bukan keluhan
5,geme nyh bagusss,bukan keluhan
5,kurang di bagian hilangkan drak sistem,bukan keluhan
5,good,bukan keluhan
5,Keren Tetap Berkarya Dan Makin Maju,bukan keluhan
5,keren,bukan keluhan
5,game yang bikin makin setres,bukan keluhan
5,bagus tapi plis jangan sering update kasian yang hp nya kentang,bukan keluhan
5,krenn mantap,bukan keluhan
5,game nya sangat bagus,bukan keluhan
5,sangat sangat menyenangkan,bukan keluhan
5,gem sangat bagus,bukan keluhan
5,bagus sekali,bukan keluhan
5,game paling aku suka,bukan keluhan
5,dari Pengalaman saya saat bermain ini game sang at menyenangkan,bukan keluhan
5,top,bukan keluhan
5,sangat bagus,bukan keluhan
5,mantap,bukan keluhan
5,Sangat bagus epek skin juga bagus,bukan keluhan
5,Game nya sangat mantap👍,bukan keluhan
5,baik,bukan keluhan
5,game terbaik,bukan keluhan
5,kasih lawan yang susah lah monton,bukan keluhan
5,mantap,bukan keluhan
5,oke,bukan keluhan
5,game nya di jadiin bahan gabutan,bukan keluhan
5,sangat seru,bukan keluhan
5,Oke,bukan keluhan
5,bagus,bukan keluhan
5,terbaik......?👍👍👍👍,bukan keluhan
5,game nya bagus,bukan keluhan
5,game terbaik buat flexing 😁👍,bukan keluhan
5,GAME RAMAH!!,bukan keluhan
5,game nya sangat bagus,bukan keluhan
5,mantap,bukan keluhan
5,game bagus biking stress,bukan keluhan
5,game nya baguuuuus.....,bukan keluhan
5,game ini sangat bagus,bukan keluhan
5,bagus,bukan keluhan
5,mantap,bukan keluhan
5,Plgiat aov,bukan keluhan
5,Seru banget ... Kasih dong 1 Hero,bukan keluhan
5,ok,bukan keluhan
5,game nya bagus banget,bukan keluhan
5,gamenya sangat bagus dan juga bisa berperang bisa bermain san Ada event Skin geratis yang bikin semua player bisa mendapatkan Skin geratis yang MAU JAdi kaya,bukan keluhan
5,game nya sangat bagus mantap sekali 👍👍👍,bukan keluhan
5,game nya seru,bukan keluhan
5,"game ini buat saya stres, mantap :D",bukan keluhan
5,seru,bukan keluhan
5,oke bagus,bukan keluhan
5,game ini luar biasa,bukan keluhan
5,bagus dan ramah,bukan keluhan
5,mantap,bukan keluhan
5,game nya seru banget iyaa kadang bikin stress juga si,bukan keluhan
5,game mantap tapi bikin aku gila,bukan keluhan
5,sangat baik,bukan keluhan
5,game nya bagus,bukan keluhan
5,banyak dark sistem di honor juga apalgi di Romawi tolong di perbaiki,bukan keluhan
5,game nya seru tapai kurangin dark sistemnya,bukan keluhan
5,seruu abizzz,bukan keluhan
5,bagus bngt,bukan keluhan
5,sangan senang sekali dan puas,bukan keluhan
5,nice game,bukan keluhan
5,seru,bukan keluhan
5,kkeren,bukan keluhan
5,asik,bukan keluhan
5,bagus,bukan keluhan
5,sangat seru Dan menarik,bukan keluhan
5,bagus walaupun kadang buat stres,bukan keluhan
5,"kerenn, dari 2017 ak main smpe skrng ga bosen""🤭",bukan keluhan
5,menarik,bukan keluhan
5,sangat baik,bukan keluhan
5,Selalu di beri tim yang bòt lawan yang jago saya cap3k berikan lawan yang setara tim yang setara kalau masih tetap kami akan pergi pensiun,bukan keluhan
5,👍👍,bukan keluhan
5,mantappp,bukan keluhan
5,bagus si geem nya cocok buat yang pengangguran wkwk,bukan keluhan
5,good job,bukan keluhan
5,sangat bagus,bukan keluhan
5,game nya bagus banget,bukan keluhan
5,game gacor,bukan keluhan
5,bagus banget game ini bisa main seru seruan,bukan keluhan
5,mantap,bukan keluhan
5,mantab,bukan keluhan
5,gem nya bagus seru tapi aku gaca gk dapet malah dapet hero gloo mungkin kedepannya saya bisa dapat skin bagus,bukan keluhan
5,game yang seru parah,bukan keluhan
5,bagus bangettttt gameee nyaa sukakakkkk,bukan keluhan
5,seruuu,bukan keluhan
5,sangat cocok untuk menghilangkan stres😘🤭,bukan keluhan
5,gem ini sangat cocok untuk dimainkan,bukan keluhan
5,game nya sangat memuaskan sakali,bukan keluhan
5,good,bukan keluhan
5,baguss,bukan keluhan
5,bagus tapi ada bug dan banyak yang di instal,bukan keluhan
5,game yang sanget ramah,bukan keluhan
5,mantap om update nya,bukan keluhan
5,dark sistem nya banyak,bukan keluhan
5,game ini sangat seru dan menarik,bukan keluhan
5,game bagus,bukan keluhan
5,"INI BAGUS BET DAH MONTON,BISA BUAT PARTYAN",bukan keluhan
5,game nya seru tapi kurangin dark system nya,bukan keluhan
5,good,bukan keluhan
5,sangat puas,bukan keluhan
5,gacor game nya🔥,bukan keluhan
5,game ini sangat bagus.,bukan keluhan
5,baik bagus,bukan keluhan
5,bagus,bukan keluhan
5,seru,bukan keluhan
5,seruu main sama temen,bukan keluhan
5,Saya menyukai ini aku langsung dapat skin banyak,bukan keluhan
5,seru banget game ya,bukan keluhan
5,the best,bukan keluhan
5,sangat seru,bukan keluhan
5,bagus min ❤️🗿,bukan keluhan
5,bagi gw epdatenya lumawan bagus dan terimah kasih moonton di kasih 4 skins gratis,bukan keluhan
5,"ya game, ini sangat bagus",bukan keluhan
5,bagus,bukan keluhan
5,baguss,bukan keluhan
5,seru banget main ml,bukan keluhan
5,bagus gamenya,bukan keluhan
5,game ini sangat menarik untuk di mainkan,bukan keluhan
5,terbaik,bukan keluhan
5,gelooo,bukan keluhan
5,mantap,bukan keluhan
5,mantap,bukan keluhan
5,aku suka............sangat suka,bukan keluhan
5,gem yang sangat seru,bukan keluhan
5,game ini seru banget untuk di main kan di waktu luang,bukan keluhan
5,seru,bukan keluhan
5,bagus gamenya,bukan keluhan
5,mantapp,bukan keluhan
5,game nya bagus tapi mines nya jaringan ngak stabil atau ngeleg tiba' tapi game nya bagus dan gampang untuk maininya tirima kasih.,bukan keluhan
5,TERBAIKKK,bukan keluhan
5,aplikasi nya bagus tapi kalo efek skill Hero masih tipis jadi tolong diperbaiki lagi,bukan keluhan
5,aku suka ini karna ada kekuatannya,bukan keluhan
5,sangat ramah,bukan keluhan
5,game ini yang paling terbaik di dunia,bukan keluhan
5,ONIC 🔥,bukan keluhan
5,bagus sekali,bukan keluhan
5,game sangat bagus,bukan keluhan
5,Bagus,bukan keluhan
5,bagus,bukan keluhan
5,"Kenapa lose trekc trus, jadi mles mainnya",bukan keluhan
5,seru bangeeetttttt Ada diamond kuning juga,bukan keluhan
5,sangat seru dan memuaskan dan menguras emosi,bukan keluhan
5,keren monton,bukan keluhan
5,game nyaa santai saya sukaa,bukan keluhan
5,mantap,bukan keluhan
5,seru,bukan keluhan
5,Saya coba install ulang Karena hari ini jam 09.45 wib Game tiba-tiba error.. Gak bisa login.,bukan keluhan
5,game bagus,bukan keluhan
5,mantap,bukan keluhan
5,seru min jangan lupa kasih win strike yaa namaku ml ku ~ACHHA~ TERIMA KASIHHH,bukan keluhan
5,Bagus banget gamenya,bukan keluhan
5,Menyenangkan,bukan keluhan
5,sangat kompetitif,bukan keluhan
5,cocok banget untuk menghibur suasana☺️☺️☺️,bukan keluhan
5,bagus,bukan keluhan
5,bagus lah gem ini mantap,bukan keluhan
5,mantap,bukan keluhan
5,Game nya enak kalau mau mabar cari namaku Pinzzzzz,bukan keluhan
5,good,bukan keluhan
5,game ini sangat bagus apalagi jika bermain bersama teman,bukan keluhan
5,bagus menyenangkan,bukan keluhan
5,game bampuki,bukan keluhan
5,ok mantap,bukan keluhan
5,good game,bukan keluhan
5,game ini sangat bagus saya pernah memainkan game ini dulu pada season 10,bukan keluhan
5,ya saya sangat suka dengan grafiknya,bukan keluhan
5,game ini sangat bagus tapi ram nya terlalu besar untuk HP kengkang kaya kami semoga di perbaiki yah monton,bukan keluhan
5,good game,bukan keluhan
5,Sangat seru di rank nya,bukan keluhan
5,seru bikin tress dikit,bukan keluhan
5,Baguss terlalu hd gamenya untukuu,bukan keluhan
5,game nya sayang bagus,bukan keluhan
5,bagus karna bisa main saat offline lumayan buat gabut saat di luar,bukan keluhan
5,"mantab kali gamenya klw kendalanya ya cuma pas di jaringan aj , jd pas jaringan ku hilang gua tetep kena Afk pas main di rank",bukan keluhan
5,lumayan baik,bukan keluhan
5,sangat puas,bukan keluhan
5,"seru sih bisa Mabar,tapi kurangi drak sistem nya ya",bukan keluhan
5,game on ol,bukan keluhan
5,cumaa tolongg perbaikinn jaringn nyy,bukan keluhan
5,Plisss Moonton perbaiki masalah jaringan nya plisss,bukan keluhan
5,bagus,bukan keluhan
5,monton sangat baikk keran sekali memberikan tim yg sangat jago dan binatang,bukan keluhan
5,gamenya seru sama banyakin event gratisannya montoon,bukan keluhan
5,bagus bngt sukaa,bukan keluhan
5,mlbb ini sangat bagus dan seru,bukan keluhan
5,sangat seru,bukan keluhan
5,terbaik,bukan keluhan
5,bagus bgttt,bukan keluhan
5,game moba bagus,bukan keluhan
5,saya sangat suka game ini karena menginspirasikan saya untuk menjadi seorang super hero,bukan keluhan
5,bagus banget seru. menghibur,bukan keluhan
5,game Bagus,bukan keluhan
5,Godd,bukan keluhan
5,sangat seru,bukan keluhan
5,game terbaik sepanjang sejarah,bukan keluhan
5,bagus,bukan keluhan
5,"gamenya keren banget, seru😜😜😜😜😜",bukan keluhan
5,"asik,bagus",bukan keluhan
5,keren dan seru banget,bukan keluhan
5,bangus,bukan keluhan
5,waoo game ini dah lumayan tapi sinyal ya,bukan keluhan
5,asikkk,bukan keluhan
5,sangat mantap,bukan keluhan
5,gamenya sangat seru,bukan keluhan
5,bagus sekali,bukan keluhan
5,bagus,bukan keluhan
5,geam bagus,bukan keluhan
5,game ny bnyk org kasar,bukan keluhan
5,gg lah,bukan keluhan
5,monton keren,bukan keluhan
5,asik,bukan keluhan
5,game nya asik lawapun banyak drak sistem,bukan keluhan
5,"saya sangat senang dengan fitur sekarang game nya lebih HD dari nga dulu, dan banyak skin yg di keluarin",bukan keluhan
5,"seru, menyenangkan,mbr.",bukan keluhan
5,game yg selalu di mainkan,bukan keluhan
5,"mohon kepada moonton,saya bermain dengan wifi yg lancar banget saat bermain game lain,tapi saat bermain mobile legends.Jaringannya diatas 70ping,mohon perbaiki masalah jaringannya. Terima kasih.",bukan keluhan
5,seru,bukan keluhan
5,mantap,bukan keluhan
5,seru banget,bukan keluhan
5,Game nya seru!!!,bukan keluhan
5,game nya seru,bukan keluhan
5,"tolong di benahin pas loading screen.. kalau game keluar sndiri, trus mau masuk game lagi lama nya sampe 5 menit gilaa.. knp di bikin lama masuk in game nya",bukan keluhan
5,"updatenya bagus banget,gamenya keren cuma orang² nya aja sih",bukan keluhan
5,mantap sekali main game ini,bukan keluhan
5,game sangat asik tidak membosankan bnyk even skin gratis,bukan keluhan
